"Uwi","Core.TOC","Core.RoMeasured","Producer.oilApiGravity","Core.GriSaturationsSo","Core.ln_formationThickness","Core.GriTotalPorosity","Core.XrdQuartz","Producer.mudPressure","Rules.Prediction","Kaggle.Prediction","Target"
"42013343530000",3.391863606,1.239124722,45.3,24.65309085,5.244615477,7.367243856,14.90270079,0.584262832,300,12.065830365107,14.5201691607027
"42013343540000",3.423651085,1.185000866,43,26.41676278,5.200112247,7.172904936,14.55049439,0.58760001,300,12.1832038304863,6.36174730775064
"42013343550000",3.389947648,1.238694002,44.1,24.67033662,5.243919518,7.369001608,14.90448125,0.584199345,300,12.0284079469446,19.8582650844058
"42013343590000",3.382303893,1.140387055,42.9,27.69630788,5.162244164,7.108593568,14.42640479,0.595523486,300,10.1942789623796,15.7331408187532
"42013343600000",3.456303884,1.192138649,46.1,25.14680994,5.137356765,7.501035016,15.13938645,0.580731813,300,13.3768853746971,11.4659849749583
"42013343610000",3.456889925,1.190230886,47,25.19695727,5.134273355,7.4972114,15.13793445,0.580906401,300,13.4127183234484,9.58963801681249
"42013343620000",3.317322231,0.958687453,36.3,34.0130436,5.16179659,7.373684096,13.70536123,0.580196031,200,8.148089401802,15.3474078033137
"42013343630000",3.46894703,1.118723328,41.3,28.91718544,5.174791345,7.227003107,14.26405944,0.599789335,300,11.4631029205997,15.6771378708551
"42013343640000",3.40863564,1.173210663,41.1,25.99773342,5.121553623,7.380511819,15.01097373,0.585808569,300,12.2417312445904,6.72626050420168
"42013343650000",3.389117027,1.037768209,42,31.45542979,5.164895765,7.226187517,13.98101284,0.584752579,300,8.97228184859004,1.88664305063555
"42013343670000",3.469111875,1.118861686,41.4,28.91289141,5.174816608,7.227087927,14.26455069,0.59980453,300,11.2417527078772,21.5063432005342
"42013343680000",3.427467782,1.057964798,42,28.53398873,4.940406107,7.014927079,14.82457937,0.591495889,250,10.8115698770565,10.7649287662928
"42013343690000",3.452508772,1.239137238,46.2,24.61736454,5.248613131,7.27814512,14.78043193,0.588887796,300,12.6194282987274,20.4710743801653
"42013343700000",3.386788065,1.037650362,40,31.45583979,5.165213648,7.219781976,13.97532236,0.584440939,250,8.95251064155488,2.89655874567298
"42013343710000",3.533795454,1.231617932,44.2,25.19517295,5.229621396,7.231737496,14.56128124,0.59785872,300,11.7854954180398,14.1690982597996
"42013343720000",3.416740897,1.197103897,41.1,25.30332972,5.155928535,7.452111753,15.06320049,0.582121454,300,13.7907773251917,8.71264616717194
"42013343730000",3.41693831,1.197071932,41.1,25.30265417,5.155822696,7.452326591,15.06357183,0.58211512,300,14.3327238810065,7.43146023721563
"42013343750000",3.432690252,1.100889102,40.5,29.42783268,5.172867465,7.185628609,14.17971087,0.595879855,300,9.96306291120536,18.0204899777283
"42013343760000",3.379360617,1.033979559,40,31.56382913,5.165565728,7.209412828,13.95280092,0.583328306,250,9.00985133738743,5.48611967921036
"42013343770000",2.866067849,0.794415868,39,38.57892951,5.19822781,7.240528844,11.82749112,0.549823184,50,11.8574809944621,1.56520979020979
"42013343780000",3.432764655,1.100961336,40.2,29.42561674,5.172882887,7.185664128,14.17995576,0.5958937,300,9.75543217366851,19.6243605359318
"42013343810000",3.471880606,1.200549218,43.02,26.04440926,5.214807618,7.191421336,14.52868352,0.594487731,300,12.0261651575488,14.4429897643418
"42013343820000",3.01000562,0.819341344,NA,38.37237277,5.204871544,7.273457058,12.36427545,0.545726048,0,12.7072528124858,4.91225961538461
"42013343840000",3.533643477,1.231465708,46.6,25.2002135,5.229527772,7.231616556,14.56088021,0.597859966,300,11.951225147925,29.6015373614587
"42013343850000",3.531201749,1.230790931,46.6,25.21206844,5.229735914,7.230058263,14.56156403,0.59770868,300,12.2287742653908,15.9251346499102
"42013343860000",3.531356048,1.230944914,70,25.20696514,5.229831926,7.230182995,14.56197374,0.597707552,300,11.9252567898823,15.2608232789212
"42013343870000",3.356463202,1.112933109,41.5,28.38006337,5.135255248,7.064532864,14.36687342,0.595059547,300,10.2080499089976,10.5857580398162
"42013343940000",3.256963373,0.836833842,35.9,30.99304027,4.665924895,6.345412874,13.94144154,0.548123873,100,15.5573076205231,7.21552127162225
"42013343960000",3.382865025,1.177960369,41.1,26.06463924,5.1363764,7.359340615,14.96478276,0.58632018,300,13.8841993934866,8.59868852459016
"42013343980000",3.382950656,1.177853977,41.1,26.06667994,5.136189565,7.359167056,14.96478376,0.586329108,300,13.2518549986334,8.4124183006536
"42013344010000",3.337202544,1.186561295,45.6,26.21677733,5.163499749,7.326537146,14.88401423,0.587213787,300,14.0841194951777,8.20175044883303
"42013344070000",3.453463987,1.190411785,43.95,26.32939589,5.207330923,7.178786775,14.51561098,0.592985995,300,12.1362688913175,11.2299668874172
"42013344090000",3.336509997,1.215039358,44.6,25.62430475,5.21590192,7.331468295,14.84620174,0.586616256,300,14.4214866457011,11.7704958883628
"42013344100000",3.341293732,1.137818838,43,27.63428751,5.138925919,7.105968576,14.52542474,0.5935598,300,10.1018153608739,7.79420240718766
"42013344110000",3.341249151,1.137810163,43,27.63441088,5.138891706,7.105967531,14.52552661,0.593558228,300,10.0694226547886,10.0832196452933
"42013344120000",3.330973894,1.215016265,45.6,25.62868482,5.213783946,7.347979312,14.8677061,0.585829235,300,14.639344801201,12.1131907308378
"42013344130000",3.441919298,1.078226217,35.9,30.1852524,5.165222514,7.249026139,14.16011519,0.594345688,250,9.38450017752096,25.0464447184546
"42013344160000",3.336736605,1.215167269,46.3,25.61933671,5.2160419,7.33181325,14.84666875,0.586596981,300,15.4574326228418,11.2871244635193
"42013344180000",3.415148435,1.195734345,NA,25.35268557,5.154250671,7.446735878,15.0581321,0.582360058,100,13.911356984061,10.7608644027547
"42013344200000",3.331272793,1.215155385,44,25.62276519,5.213924308,7.348415254,14.86830557,0.585802886,300,14.9459430138735,10.9695163878066
"42013344210000",3.415352289,1.195685688,45,25.35241317,5.154117075,7.446918821,15.05849394,0.582355332,300,14.0902112640519,11.2007216959856
"42013344220000",3.261974481,0.825209748,28.05,30.51631438,4.598119266,6.26262309,13.9850848,0.52,-50,15.253602163377,3.79122370504411
"42013344230000",3.454443897,1.198216226,44.5,26.0570505,5.212756026,7.187981975,14.55326488,0.593740745,300,11.8137186699529,12.5939524838013
"42013344240000",3.379872523,1.016456646,38,29.28729664,4.894567819,6.832684513,14.60962064,0.577429292,200,11.4095618591708,12.2039977582664
"42013344250000",3.359022946,1.186834123,48.9,26.02963852,5.157086581,7.352536794,14.92966645,0.586292567,300,13.9801889875727,11.3419985690436
"42013344260000",2.830988185,0.814339379,37.3,40.52021749,5.167304766,7.478726153,12.08508527,0.547579316,100,11.0371767083581,18.3368507605865
"42013344270000",2.834132476,0.815003214,35.2,40.55184382,5.166986063,7.495514704,12.11442644,0.547756151,100,10.6307231657924,11.5315714099727
"42013344280000",3.063687883,0.800489569,33.5,38.47097836,5.213102723,7.187915231,12.44909679,0.53560001,100,13.2167488520848,10.5035187287174
"42013344320000",3.146633053,0.840264571,34.5,37.37089617,5.208660398,7.102887704,12.98698059,0.550527264,100,12.43706364867,9.99494310998736
"42013344330000",3.43283977,1.101034742,40.3,29.42336287,5.17289857,7.185699217,14.18020416,0.595907714,300,9.83783550508408,15.46699875467
"42013344350000",3.391390339,1.041831139,0.5,28.88054754,4.929106889,6.925341154,14.69572736,0.58583254,50,10.7469382976201,11.0350750316398
"42013344400000",3.457356974,1.204757099,44,25.83574753,5.217756641,7.196751385,14.58106408,0.594057312,300,12.0592939095903,9.80347928645142
"42013344410000",3.361084552,1.199361862,49.2,26.00795752,5.203122371,7.244588287,14.72889961,0.590314165,300,11.842043801337,10.9074786324786
"42013344450000",3.314558845,1.052215799,35,29.28702655,5.026444591,6.9265911,14.36834082,0.58261472,200,9.4280979196794,7.3938373463546
"42013344470000",3.096759675,0.875348826,42,37.73310426,5.174234614,7.54671257,12.94320644,0.567212679,200,10.0129495131992,8.15188897455667
"42013344480000",3.142532106,0.888001179,37,37.1536525,5.171913916,7.546674586,13.09538664,0.571058908,150,10.7343560707931,7.51426160337553
"42013344520000",3.419045081,1.042712826,38,28.82377699,4.919079003,6.950790585,14.77198367,0.587650502,200,10.6542618513775,10.7242821829245
"42013344560000",3.123235896,0.839325119,34.7,37.60134293,5.210647499,7.190060933,12.80555326,0.55131056,100,11.7525212056812,11.968112244898
"42013344570000",3.123176224,0.839301155,33.4,37.60211015,5.210649847,7.190120031,12.80523674,0.551305789,100,11.7989002757955,10.9340101522843
"42013344580000",3.380476022,1.210728817,44,25.24380062,5.188054613,7.427611328,15.00135163,0.582561107,300,14.4622225482511,17.7079118028534
"42013344610000",3.386680166,1.221486078,42,25.27830284,5.227739304,7.291925315,14.79755543,0.588654383,300,12.161013256699,12.8495245969409
"42013344620000",3.382870409,1.22109951,45,25.29900863,5.227027648,7.294941348,14.80164626,0.588475144,300,12.259863534618,12.040120593692
"42013344640000",3.383902464,1.047476599,42,28.8064086,4.941580348,6.938991809,14.68626929,0.587041065,250,12.0179925869612,16.6687817258883
"42013344720000",3.348535629,1.211737162,45,25.50465288,5.199534105,7.386745332,14.93344219,0.584157802,300,14.8611508929158,10.9813605225426
"42013344730000",3.314228668,1.054986436,38.4,29.34747206,5.04295767,6.938740735,14.33294818,0.582894537,250,9.1922990466806,8.7177626606198
"42013344740000",3.314117514,1.054511794,38.4,29.33674516,5.040110705,6.936535087,14.33897097,0.582842192,250,9.0490599214707,6.07021719726272
"42013344790000",3.39167883,1.049091119,42,28.75983199,4.94033544,6.950491277,14.71200599,0.587943802,250,10.9746777924606,16.7898936170213
"42013344890000",3.169713958,0.776419508,28,36.05787692,4.97185975,6.674491268,13.28934666,0.541093651,-50,16.2245162872662,6.08967156439067
"42013344900000",3.413334278,1.052170429,42,28.66313015,4.93618904,6.980004586,14.77681841,0.589855128,250,13.415930464845,21.9861275587887
"42025336250000",3.687219037,1.424413133,NA,15.13338357,5.486153162,8.534055779,16.01244036,0.60957924,150,13.7680087419505,0.0860335195530726
"42025337170000",3.690098688,1.411616451,44.9,15.59129186,5.461062192,8.519584213,15.99644168,0.611226479,350,13.4022430118287,0.118119824646858
"42025337210100",3.682537858,1.416842602,NA,15.47239685,5.470348697,8.477929224,15.97540574,0.61081004,150,13.2883274527426,0.103006012024048
"42025337240000",3.623827837,1.385771479,60.5,17.6098925,5.427602168,7.953562645,15.60480669,0.632010179,300,16.2196271854444,8.19380733944954
"42025337260000",3.636663319,1.392066877,61.5,17.07132962,5.432184104,8.093564282,15.70944053,0.624554934,350,15.4541881696571,6.27916047548291
"42025337410000",3.651835351,1.424755879,69.4,15.76897165,5.491712847,8.111786553,15.75025954,0.610885017,350,10.7408000335599,0.400778210116732
"42025337750000",3.674340755,1.425518781,NA,15.24086223,5.486547033,8.428281236,15.95144111,0.609989493,150,9.80815828935168,0.0212171970965941
"42025337910000",3.65112913,1.414417871,NA,16.05189625,5.470015315,8.182453859,15.78800297,0.612170882,150,14.0487767973666,2.77599732932732
"42025337950000",3.660704573,1.431602828,56,15.24253853,5.499501362,8.278574473,15.86337408,0.609985194,350,11.9838820221835,0.537190082644628
"42041320140100",3.395146563,1.137020046,NA,11.30900114,5.746348847,9.954513218,19.35077363,0.531768568,150,24.3265324199379,0.0182845744680851
"42041320160000",3.350449775,1.1241867,48.4,11.0763388,5.806326903,10.04898994,19.58607926,0.521985724,400,21.906548106364,1.14413680781759
"42051331310100",3.468725485,1.018228561,42.1,14.61573466,5.568314325,9.331129977,18.74704318,0.5232653,350,16.8924233867038,7.36114184554105
"42051336380100",3.463652313,1.031044684,45,14.30314722,5.575687353,9.384635608,18.78741109,0.521722884,350,17.1620892517414,2.10712035286704
"42051336400000",3.472983879,1.002417085,34.6,14.69576288,5.610505993,9.339010572,18.84452634,0.526309406,250,22.627027273283,10.7899628252788
"42051336430000",3.448933773,1.042202828,35,13.32826384,5.695735594,9.603217444,19.16284167,0.521751524,250,16.6235846074791,3.83592610597958
"42123322020000",4.168694506,1.269020645,55.1,22.03265613,5.583249503,10.53611698,15.81810436,0.53560001,450,16.672215983783,2.2097966728281
"42123322310100",3.895469722,1.273606601,54.6,21.00841848,5.456676885,10.15530405,15.85093793,0.566790586,400,20.0826932908505,39.772526193248
"42123322520100",3.732702019,1.293611349,49.2,19.88843378,5.406166378,9.989534101,15.8502561,0.565207303,350,19.9935963406932,67.6219336219336
"42123322550100",3.838548869,1.356285322,70.6,16.62118773,5.643612621,10.43561625,16.23749004,0.63960001,400,12.6610324983713,0.644009612083762
"42123322610000",4.021176753,1.337245489,61.2,19.52413279,5.642664821,10.47827153,16.09082363,0.598,450,12.8114827335325,16.4455507156192
"42123322840000",3.278721231,1.443746683,50,17.55378736,5.401030609,9.832014749,15.80892387,0.546,350,19.2289373594273,42.2337439129189
"42123322920000",4.17253572,1.374256074,63.9,20.9730505,5.709585047,10.43545436,16.13820989,0.624476604,450,11.4654655220993,6.17096148517595
"42123322950000",4.014154061,1.32251168,60.3,19.81851424,5.61519196,10.46214868,16.0414411,0.66039999,450,12.4610140558364,9.93212570929725
"42123322990000",4.219784896,1.40301091,59.6,21.92331743,5.719233263,10.16958476,16.07042672,0.64270671,450,11.6137907545906,16.8948297604035
"42123323010000",4.139993244,1.263365699,55,22.91564489,5.542236044,10.3573786,15.77352191,0.571245276,450,20.8311423822852,33.3851793663263
"42123323020000",4.140233004,1.372136714,57,22.43684874,5.644520779,9.977288902,15.90163645,0.583944194,400,12.6323573371723,30.1170931916948
"42123323050000",3.53442458,1.358399809,56.6,16.77265753,5.449030721,10.0381112,15.98731177,0.572,400,14.1433178581229,26.1124106562703
"42123323080100",4.108436149,1.299148919,55.6,21.1918462,5.60337122,10.49568508,15.9367041,0.626782786,450,11.8404641775104,13.1738332058148
"42123323090000",3.412212905,1.367018618,51,19.19931564,5.396391029,9.518414836,15.75306656,0.53039999,350,19.2509788425836,35.0349724835789
"42123323110000",3.201342965,1.478113535,51.1,17.50480222,5.418032344,9.80594671,15.80092157,0.572863634,350,20.0788655195418,31.8818181818182
"42123323150000",4.244946679,1.414374988,64.1,21.82641416,5.746057545,10.25389135,16.16823041,0.624771187,450,11.5919453483301,12.5363766048502
"42123323160000",4.165648492,1.267649525,53.7,22.08722336,5.579106969,10.52544817,15.81298457,0.55639999,450,22.1903517886492,32.3860745850399
"42123323170000",4.191612055,1.3561125,63.8,21.47519709,5.687581493,10.44921127,16.07580543,0.643431282,450,11.5331714932941,1.58265463350209
"42123323200000",4.141323427,1.264649203,53,22.9480475,5.543464282,10.35113204,15.77422935,0.55120002,450,22.6910978333642,50.0960110516318
"42123323210000",4.221553509,1.360376469,62.3,21.94602321,5.690844821,10.41255774,16.06628676,0.645430372,450,11.8903344198808,6.23783185840708
"42123323260000",3.347247757,1.350049916,48,20.37562507,5.287870908,9.363835584,15.53290367,0.574283366,350,21.1582416596194,34.2383920224369
"42123323270000",4.045652528,1.299165727,52.4,24.8148423,5.504295736,9.77401208,15.702782,0.585454696,400,19.4220074100663,20.0250510298757
"42123323290000",4.115832873,1.318293216,56.3,20.92989585,5.632743335,10.50149271,15.99625216,0.63439999,450,15.3045355143047,34.89035305818
"42123323320000",3.417978601,1.352206564,53.5,18.95381571,5.406720024,9.515401137,15.76949918,0.56160001,350,17.8857378004826,31.6925634295713
"42123323350000",4.215755472,1.347301906,59.1,22.02053524,5.674869244,10.42429689,16.02404079,0.645032139,450,13.341861766987,28.4796449341904
"42123323360000",3.413412569,1.366889688,52.9,19.19022753,5.397248614,9.519619945,15.75520836,0.572465014,350,17.992533924912,23.0225149333742
"42123323370000",4.179105143,1.302084942,57.4,22.71237913,5.601598898,10.35008308,15.85304522,0.546,450,14.8724558935166,23.7362479842322
"42123323380000",4.17913392,1.30217025,56.5,22.7128599,5.601674944,10.34978062,15.85317185,0.578682284,450,20.2429273075278,30.5473624503687
"42123323390100",4.058227396,1.298054829,49.5,24.73475869,5.508577993,9.81159403,15.71102862,0.584352656,400,20.4265504958677,5.45369618196588
"42123323420000",3.46964484,1.231568175,56.4,16.47896929,5.45247425,9.408532715,16.07942317,0.56160001,350,12.0719680375645,2.21075794621027
"42123323430000",4.132299902,1.29508577,60,21.44616201,5.604683583,10.50901305,15.91589005,0.68639999,450,18.0704226685469,41.2724575572771
"42123323440000",4.089745002,1.24707358,51,24.61343949,5.462887826,10.03059642,15.6901188,0.580351578,450,21.0325378068259,38.4965184788431
"42123323450000",3.601364663,1.347836399,66.8,13.95373444,5.552791224,10.26149133,16.25728674,0.53560001,400,11.2282713811029,5.28253469494632
"42123323460000",3.411356181,1.397970059,53,16.54163685,5.436739454,9.970724034,15.9464503,0.55120002,350,20.7488447005041,43.3277746896424
"42123323480000",4.19352689,1.422570315,61.7,21.40989652,5.732167774,10.0624645,16.07345639,0.641063324,450,11.9713150823088,11.0967188096147
"42123323490000",4.18921751,1.3957879,64.5,20.99873543,5.734473037,10.38414275,16.18424954,0.619212686,450,11.1415134724947,7.59309623430962
"42123323510000",3.31432133,1.432526627,53,17.11225023,5.415526601,9.88511663,15.86050839,0.568935621,350,19.3119752004265,49.6193134822167
"42123323530000",3.330104147,1.371952609,47,19.96741974,5.311652489,9.438979417,15.58002236,0.572818029,350,20.5584707056723,56.5480837056196
"42123323550000",4.052485373,1.266184834,50.4,25.64389556,5.457221018,9.780264836,15.66160573,0.585770977,400,21.21885893754,7.67324696689286
"42123323560000",4.234455687,1.372416223,65.4,22.03146552,5.704179184,10.38615943,16.09604148,0.641425358,450,12.6536968284567,13.5429932856833
"42123323570000",3.345000176,1.406111201,54.6,16.68937161,5.465660501,9.798007182,15.9406324,0.607759453,350,19.7864643216544,18.8768889784405
"42123323590000",3.41825474,1.346357348,59.2,16.40712087,5.488082384,9.732919995,15.99861873,0.73839999,400,13.238616230828,5.30391373801917
"42123323600000",3.335053718,1.393563708,48,19.22318125,5.368820867,9.536607424,15.68984012,0.573207793,350,19.8373043516095,33.4481525625745
"42123323610000",3.334940496,1.366339129,49,20.06212654,5.306947843,9.419580351,15.56967893,0.573203438,350,21.4074268349836,55.316444119261
"42123323620100",3.345609882,1.405580611,52.1,16.71671677,5.465105328,9.794645236,15.93866752,0.606750689,350,19.2154749182895,17.6874203144921
"42123323640000",3.473028719,1.245214169,58,16.10592693,5.472292866,9.479112526,16.11761466,0.546,350,11.3645247193533,1.00465344109723
"42123323660000",4.271880166,1.400011474,65.5,22.36133779,5.732924455,10.31102724,16.15868155,0.629755189,450,12.0625600709745,11.0929940870812
"42123323670000",3.380495886,1.378062712,53,19.19120406,5.386310713,9.526449411,15.72886315,0.60320002,350,18.0832637384153,25.4757702182285
"42123323680000",3.64024398,1.347015357,47.9,14.26466113,5.5693019,10.29758642,16.26510625,0.71760001,450,11.2864657192646,4.80026960233655
"42123323700000",3.455465659,1.382162597,55.2,16.65869483,5.437362179,9.986674657,15.9561909,0.58239999,350,16.3858988314499,40.5140417457306
"42123323720000",4.150277038,1.324521129,53.6,23.20022592,5.596838831,10.11835156,15.8390649,0.58239999,450,20.7749284971896,43.7390572390572
"42123323770000",4.069439982,1.36918094,59.6,19.53208407,5.698920588,10.47418651,16.17103493,0.68120002,450,11.0613774444291,10.8027836753951
"42123323780100",4.014371302,1.362656766,60.9,18.88904246,5.683594984,10.48043464,16.17667321,0.74360001,500,12.5385094555178,4.91734417344173
"42123323800000",4.211031897,1.404082599,60,21.86663155,5.716712534,10.14093769,16.05753208,0.71760001,500,13.7324286738769,17.4836841089013
"42123323820000",3.476985247,1.257432818,57,15.65039548,5.49015036,9.541447017,16.17373365,0.52520002,350,11.2431118971878,0.488877392653906
"42123323840100",3.903374286,1.356068533,58.8,17.54629638,5.654895494,10.4575312,16.20489072,0.610727334,400,12.3983380964704,6.86154438667437
"42123323850000",3.944284942,1.332512311,62.4,18.80166702,5.615646759,10.44006632,16.09720562,0.71760001,450,13.2558808532743,15.7452167122218
"42123323860000",3.920127912,1.329731462,61,18.6448754,5.602903326,10.42028189,16.09179993,0.654185129,400,12.4779738585085,24.638418079096
"42123323880000",4.059252119,1.293201539,49.2,24.8613979,5.502063299,9.814878721,15.7047358,0.584536589,400,20.4837831386011,9.38284776364382
"42123323890000",3.385864674,1.377255529,55,16.45154813,5.480105208,9.778862451,15.97997318,0.64831173,350,17.7914530202669,17.9966828836798
"42123323900000",4.175844602,1.293228023,54,22.65043787,5.593770808,10.38200642,15.8398991,0.58760001,450,20.285452768217,30.6536731634183
"42123323910000",4.077075617,1.346867041,60.2,20.00371961,5.667354574,10.48866545,16.10123283,0.634326783,450,11.6951903967151,8.6363264471262
"42123323920000",3.987741971,1.329240636,62.2,19.36351058,5.620654602,10.457346,16.07290547,0.74360001,450,12.6488561871003,23.5721503637833
"42123323930000",4.175918634,1.293258224,56.6,22.64866715,5.593873703,10.38235867,15.84006555,0.58239999,450,14.7548466232951,31.5534512833292
"42123323940000",3.91170337,1.35856803,62.6,17.58677621,5.661373344,10.46235261,16.21049504,0.609944555,400,12.3511496702631,3.51321279554937
"42123323950000",3.872005635,1.355669975,53.8,17.12401195,5.64834668,10.44676637,16.21810121,0.52,400,12.2834625615157,5.29350649350649
"42123323960000",3.387136507,1.372483537,48,19.47984203,5.32075945,9.630019926,15.66713601,0.546,350,20.917566580056,68.2365308804205
"42123323980000",4.014233102,1.274186119,48.2,26.0076903,5.452450311,9.664460946,15.64176498,0.587009958,400,21.2478136619626,14.3183423155547
"42123323990000",4.014136219,1.274165221,46.2,26.009649,5.45237939,9.66416893,15.64166453,0.587007569,400,21.1970660147461,12.8815687490312
"42123324010000",3.812194878,1.352368294,60.1,16.40053602,5.628793597,10.41668049,16.23175628,0.52,400,11.6007958643335,3.61884018513477
"42123324020000",3.436319166,1.294240916,50.5,19.18769182,5.394051144,9.386692489,15.71351244,0.572,350,21.1537139897367,21.8974056603774
"42123324030000",3.552661711,1.33685347,60.8,12.04936669,5.560805011,10.24691547,16.36171222,0.64505628,400,11.8691814381898,1.45605372308908
"42123324040000",3.666240177,1.347964743,65.1,14.43500201,5.583710411,10.3247714,16.27515316,0.624,400,13.3534934903493,5.04577389823291
"42123324060000",3.391883039,1.40618284,51.4,16.27490308,5.444238528,9.981267812,15.96117655,0.572474681,350,21.1986037883682,16.4398054316984
"42123324070000",3.448128009,1.383252584,52.7,16.91325806,5.428000661,9.961693845,15.93137783,0.58239999,350,20.3562319452747,46.0548090523338
"42123324080000",3.937445351,1.357907788,NA,17.95813823,5.664340037,10.46835119,16.19598826,0.56679998,200,12.304332049497,4.48054474708171
"42123324090000",3.476326358,1.36460543,60,13.14622541,5.557429549,10.11876401,16.28120769,0.625173,400,11.8025494544815,4.64355689525245
"42123324100000",3.644697255,1.347220424,60,14.22893677,5.57375604,10.3050258,16.27250942,0.640670969,400,11.8549657619507,2.51320243737305
"42123324110000",4.090852255,1.242965961,50.5,24.05461716,5.468580265,10.12791678,15.70558971,0.56160001,450,22.2098281057306,47.4648625054561
