UWI,Source,Test Type,Test Number,Number,Type,Depth Top,Depth Base,Fluid Amount,Fluid Units,Fluid Type,Propping Agent Amount,Propping Agent Units,Propping Agent Type,Pressure Breakdown,Injection Rate,Additive,Stage,Mesh Size,Remark
4.22553E+13,PI,IP,1,1,ACID,9690,9900,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,2,FRAC,9690,9900,5123,BBL,SLKW,328399,LB,SAND,,,SFAC,,,"DETAILS: 60620# 40/70 OTTAWA SD, 207960# 30/50 OTTAWA SD, 59819# 30/50 RC SD"
4.22553E+13,PI,IP,1,3,ACID,9975,10200,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,4,FRAC,9975,10200,4807,BBL,SLKW,290204,LB,SAND,,,SFAC,,,"DETAILS: 58800# 40/70 OTTAWA SD, 180160# 30/50 OTTAWA SD, 51244# 30/50 RC SD"
4.22553E+13,PI,IP,1,5,ACID,10275,10500,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,6,FRAC,10275,10500,5023,BBL,SLKW,298100,LB,SAND,,,SFAC,,,"DETAILS: 60360# 40/70 OTTAWA SD, 177360# 30/50 OTTAWA SD, 60380# 30/50 RC SD"
4.22553E+13,PI,IP,1,7,ACID,11247,11472,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,8,FRAC,11247,11472,5822,BBL,SLKW,299403,LB,SAND,,,SFAC,,,"DETAILS: 60037# 40/70 OTTAWA SD, 172825# 30/50 OTTAWA SD, 66541# 30/50 RC SD"
4.22553E+13,PI,IP,1,9,ACID,11552,11777,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,10,FRAC,11552,11777,5870,BBL,SLKW,296982,LB,SAND,,,SFAC,,,"DETAILS: 60940# 40/70 OTTAWA SD, 175920# 30/50 OTTAWA SD, 60122# 3/50 RC SD"
4.22553E+13,PI,IP,1,11,ACID,11857,12082,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,12,FRAC,11857,12082,5825,BBL,SLKW,299210,LB,SAND,,,SFAC,,,"DETAILS: 60200# 40/70 OTTAWA SD, 178260# 30/50 OTTAWA SD, 60750# 30/50 RC SD"
4.22553E+13,PI,IP,1,13,ACID,12162,12387,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,14,FRAC,12162,12387,5579,BBL,SLKW,297110,LB,SAND,,,SFAC,,,"DETAILS: 60000# 40/70 OTTAWA SD, 177180# 30/50 OTTAWA SD, 59930# 30/50 RC SD"
4.22553E+13,PI,IP,1,15,ACID,12467,12692,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,16,FRAC,12467,12692,5897,BBL,SLKW,297455,LB,SAND,,,SFAC,,,"DETAILS: 60040# 40/70 OTTAWA SD, 176835# 30/50 OTTAWA SD, 60580# 30/50 RC SD"
4.22553E+13,PI,IP,1,17,ACID,12772,12997,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,18,FRAC,12772,12997,5848,BBL,SLKW,297260,LB,SAND,,,SFAC,,,"DETAILS: 60000# 40/70 OTTAWA SD, 176860# 30/50 OTTAWA SD, 60400# 30/50 RC SD"
4.22553E+13,PI,IP,1,19,ACID,13077,13302,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,20,FRAC,13077,13302,5995,BBL,SLKW,299170,LB,SAND,,,SFAC,,,"DETAILS: 60760# 40/70 OTTAWA SD, 175905# 30/50 OTTAWA SD, 62505# 30/50 RC SD"
4.22553E+13,PI,IP,1,21,ACID,13382,13607,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,22,FRAC,13382,13607,5730,BBL,SLKW,299755,LB,SAND,,,SFAC,,,"DETAILS: 61620# 40/70 OTTAWA SD, 175445# 30/50 OTTAWA SD, 62690# 30/50 RC SD"
4.22553E+13,PI,IP,1,23,ACID,13687,13912,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,24,FRAC,13687,13912,5779,BBL,SLKW,296465,LB,SAND,,,SFAC,,,"DETAILS: 60105# 40/70 OTTAWA SD, 176330# 30/50 OTTAWA SD, 60030# 30/50 RC SD"
4.22553E+13,PI,IP,1,25,ACID,13992,14217,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,26,FRAC,13992,14217,5784,BBL,SLKW,298470,LB,SAND,,,SFAC,,,"DETAILS: 60180# 40/70 OTTAWA SD, 178270# 30/50 OTTAWA SD, 60020# 30/50 RC SD"
4.22553E+13,PI,IP,1,27,ACID,14297,14522,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,28,FRAC,14297,14522,5511,BBL,SLKW,307280,LB,SAND,,,SFAC,,,"DETAILS: 59530# 40/70 OTTAWA SD, 182720# 30/50 OTTAWA SD, 65030# 30/50 RC SD"
4.22553E+13,PI,IP,1,29,ACID,14602,14827,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,30,FRAC,14602,14827,5949,BBL,SLKW,296800,LB,SAND,,,SFAC,,,"DETAILS: 60940# 40/70 OTTAWA SD, 175760# 30/50 OTTAWA SD, 60100# 30/50 RC SD"
4.22553E+13,PI,IP,1,31,ACID,14907,15132,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,32,FRAC,14907,15132,5443,BBL,SLKW,294360,LB,SAND,,,,,,"DETAILS: 57985# 40/70 OTTAWA SD, 176280# 30/50 OTTAWA SD, 60095# 30/50 RC SD"
4.22553E+13,PI,IP,1,1,ACID,11752,11993,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,2,FRAC,11752,11993,6125,BBL,FLUD,241140,LB,SAND,,,,,,
4.22553E+13,PI,IP,1,3,ACID,12063,12303,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,4,FRAC,12063,12303,5277,BBL,FLUD,240960,LB,SAND,,,,,,
4.22553E+13,PI,IP,1,5,ACID,12373,12613,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,6,FRAC,12373,12613,5014,BBL,FLUD,242960,LB,SAND,,,,,,
4.22553E+13,PI,IP,1,7,ACID,12683,12923,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,8,FRAC,12683,12923,5042,BBL,FLUD,232422,LB,SAND,,,GELA,,,"DETAILS: 5019 BBL FLUID, 972 GAL GEL"
4.22553E+13,PI,IP,1,9,ACID,12993,13233,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,10,FRAC,12993,13233,5256,BBL,FLUD,240680,LB,SAND,,,GELA,,,"DETAILS: 5236 BBL FLUID, 842 GAL GEL"
4.22553E+13,PI,IP,1,11,ACID,13303,13543,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,12,FRAC,13303,13543,5108,BBL,FLUD,238520,LB,SAND,,,,,,
4.22553E+13,PI,IP,1,13,ACID,13613,13853,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,14,FRAC,13613,13853,4832,BBL,FLUD,237340,LB,SAND,,,,,,
4.22553E+13,PI,IP,1,15,ACID,13923,14163,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,16,FRAC,13923,14163,5485,BBL,FLUD,243600,LB,SAND,,,,,,
4.22553E+13,PI,IP,1,17,ACID,14233,14473,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,18,FRAC,14233,14473,5294,BBL,FLUD,242500,LB,SAND,,,GELA,,,"DETAILS: 5266 BBL FLUID, 1165 GAL GEL"
4.22553E+13,PI,IP,1,19,ACID,14543,14783,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,20,FRAC,14543,14783,5272,BBL,FLUD,240120,LB,SAND,,,,,,
4.22553E+13,PI,IP,1,21,ACID,14853,15093,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,22,FRAC,14853,15093,6737,BBL,FLUD,243600,LB,SAND,,,,,,
4.22553E+13,PI,IP,1,23,ACID,15163,15403,35,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,24,FRAC,15163,15403,5459,BBL,FLUD,244480,LB,SAND,,,,,,"DETAILS: 8380# SD, 213720# 30/70 WHITE SD, 22380# 30/50 PRC SD"
4.22553E+13,PI,IP,1,25,ACID,15473,15713,71,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,26,FRAC,15473,15713,5671,BBL,FLUD,244880,LB,SAND,,,,,,"DETAILS: 9680# SD, 212880# 30/70 WHITE SD, 22320# 30/50 PRC SD"
4.22553E+13,PI,IP,1,27,ACID,15783,16023,71,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,28,FRAC,15783,16023,5951,BBL,FLUD,243480,LB,SAND,,,,,,"DETAILS: 8520# SD, 212360# 30/70 WHITE SD, 22600# 30/50 PRC SD"
4.22553E+13,PI,IP,1,29,ACID,16093,16333,71,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,30,FRAC,16093,16333,5951,BBL,FLUD,243480,LB,SAND,,,,,,"DETAILS: 8520# SD, 212360# 30/70 WHITE SD, 22600# 30/50 PRC DF"
4.22553E+13,PI,IP,1,31,ACID,16403,16646,71,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,32,FRAC,16403,16646,5951,BBL,FLUD,243480,LB,SAND,,,,,,"DETAILS: 8520# SD, 212360# 30/70 WHITE SD, 22600# 30/50 PRC SD"
4.22553E+13,PI,IP,1,33,ACID,16728,16954,71,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,34,FRAC,16728,16954,7374,BBL,FLUD,241020,LB,SAND,,,,,,"DETAILS: 8440# SD, 210220# 30/70 WHITE SD, 22360# 30/50 PRC SD"
4.22553E+13,PI,IP,1,1,FRAC,13019,17537,,,,,,,,,,15,,
4.22553E+13,PI,IP,1,1,FRAC,12930,17326,,,,,,,,,,15,,
4.22553E+13,PI,IP,1,1,FRAC,10547,13863,,,,1637,TON,SAND,,,,,,3274989# PROP
4.22553E+13,PI,IP,1,1,FRAC,10707,15257,,,,2233,TON,SAND,,,,,,DETAILS: 4465683 # PROPPANT
4.22553E+13,PI,IP,1,1,ACID,12014,12241,3000,GAL,A,,,,,,,,,NO DETAILS
4.22553E+13,PI,IP,1,2,FRAC,12014,12241,13796,BBL,FLUD,194240,LB,SAND,,,,,,"DETAILS: 6783 BBLS WTR, 7013 BBLS SLURRY."
4.22553E+13,PI,IP,1,3,FRAC,12309,12536,14359,GAL,FLUD,,,,,,,,,FRAC SD VOLUME NOT RPTD
4.22553E+13,PI,IP,1,4,ACID,12610,12827,35,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,5,FRAC,12610,12827,7600,BBL,W,241840,LB,SAND,,,,,,
4.22553E+13,PI,IP,1,6,ACID,12899,13126,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,7,FRAC,12899,13126,18087,BBL,FLUD,243820,LB,SAND,,,,,,"DETAILS: 8799 BBLS WTR, 9288 BBLS SLURRY."
4.22553E+13,PI,IP,1,8,ACID,13194,13421,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,9,FRAC,13194,13421,16157,BBL,FLUD,261580,LB,SAND,,,,,,"DETAILS: 7936 BBLS WTR, 8221 BBLS SLURRY."
4.22553E+13,PI,IP,1,10,ACID,13489,13716,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,11,FRAC,13489,13716,15315,BBL,FLUD,243840,LB,SAND,,,,,,"DETAILS: 7529 BBLS WTR, 7786 BBLS SLURRY."
4.22553E+13,PI,IP,1,12,ACID,13784,14011,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,13,FRAC,13784,14011,15402,BBL,FLUD,244020,LB,SAND,,,,,,"DETAILS: 7573 BBLS WTR, 7829 BBLS SLURRY."
4.22553E+13,PI,IP,1,14,ACID,14079,14304,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,15,FRAC,14079,14304,18039,BBL,FLUD,246160,LB,SAND,,,,,,"DETAILS: 8889 BBLS WTR, 9150 BBLS SLURRY."
4.22553E+13,PI,IP,1,16,ACID,14374,14599,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,17,FRAC,14374,14599,15092,BBL,FLUD,242520,LB,SAND,,,,,,"DETAILS: 7432 BBLS WTR, 7660 BBLS SLURRY."
4.22553E+13,PI,IP,1,18,ACID,14669,14894,1500,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,19,FRAC,14669,14894,15542,BBL,FLUD,244320,LB,SAND,,,,,,"DETAILS: 7852 BBLS WTR, 7890 BBLS SLURRY."
4.22553E+13,PI,IP,1,20,ACID,14964,15189,2000,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,21,FRAC,14964,15189,15990,BBL,FLUD,241480,LB,SAND,,,,,,"DETAILS: 7879 BBLS WTR, 8111 BBLS SLURRY."
4.22553E+13,PI,IP,1,22,ACID,15259,15484,2000,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,23,FRAC,15259,15484,16909,BBL,FLUD,240860,LB,SAND,,,,,,"DETAILS: 8339 BBLS WTR, 8570 BBLS SLURRY."
4.22553E+13,PI,IP,1,24,ACID,15554,15779,2000,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,25,FRAC,15554,15779,16596,BBL,FLUD,240860,LB,SAND,,,,,,"DETAILS: 8425 BBLS WTR, 8171 BBLS SLURRY."
4.22553E+13,PI,IP,1,26,ACID,15849,16074,3000,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,27,FRAC,15849,16074,16736,BBL,FLUD,252340,LB,SAND,,,,,,"DETAILS: 8240 BBLS WTR, 8496 BBLS SLURRY."
4.22553E+13,PI,IP,1,28,ACID,16144,16369,3000,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,29,FRAC,16144,16369,16527,BBL,FLUD,240240,LB,SAND,,,,,,"DETAILS: 8126 BBLS WTR, 8401 BBLS SLURRY."
4.22553E+13,PI,IP,1,30,ACID,16439,16664,3000,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,31,FRAC,16439,16664,18481,BBL,FLUD,224440,LB,SAND,,,,,,"DETAILS: 9131 BBLS WTR, 9350 BBLS SLURRY."
4.22553E+13,PI,IP,1,32,ACID,16749,16975,3000,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,33,FRAC,16749,16975,11419,BBL,FLUD,104860,LB,SAND,,,,,,"DETAILS: 5671 BBLS WTR, 5748 BBLS SLURRY."
4.22553E+13,PI,IP,1,1,FRAC,13205,19122,94851,GAL,GEL,2420,TON,SAND,,,GELA,,,"DETAILS: SLK WTR, GEL, 4840480# CHINESE BULK SD"
4.22553E+13,PI,IP,1,1,FRAC,11253,15931,,,,3469,TON,SAND,,,,,,6938466# PROP
4.22553E+13,PI,IP,1,1,FRAC,11195,15582,,,,3319,TON,SAND,,,,,,6638136# PROP
4.22553E+13,PI,IP,1,1,FRAC,11204,15017,,,,2875,TON,SAND,,,,,,DETAILS: 5749137# PROPPANT
4.22553E+13,PI,IP,1,1,FRAC,10643,15171,,,,2359,TON,SAND,,,,,,4718011# PROP
4.22553E+13,PI,IP,1,1,ACID,11501,11737,54,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,2,FRAC,11501,11737,8503,BBL,W,260480,LB,SAND,,,,,,"DETAILS: 21280# 100 MESH, 239200# 30/70 SD"
4.22553E+13,PI,IP,1,3,ACID,11826,12064,58,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,4,FRAC,11826,12064,8289,BBL,W,263420,LB,SAND,,,,,,"DETAILS: 20860# 100 MESH, 242560# 30/70 SD"
4.22553E+13,PI,IP,1,5,ACID,12141,12384,48,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,6,FRAC,12141,12384,8986,BBL,W,263420,LB,SAND,,,,,,"DETAILS: 20680# 100 MESH, 245180# 30/70 SD"
4.22553E+13,PI,IP,1,7,ACID,12461,12704,48,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,8,FRAC,12461,12704,8897,BBL,W,262680,LB,SAND,,,,,,"DETAILS: 20880# 100 MESH, 241800# 30/70 SD"
4.22553E+13,PI,IP,1,9,ACID,12781,13024,36,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,10,FRAC,12781,13024,8406,BBL,W,251800,LB,SAND,,,,,,"DETAILS: 19460# 100 MESH, 232340# 30/70 SD"
4.22553E+13,PI,IP,1,11,ACID,13105,13338,36,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,12,FRAC,13105,13338,8558,BBL,W,261800,LB,SAND,,,,,,"DETAILS: 19460# 100 MESH, 242340# 30/70 SD"
4.22553E+13,PI,IP,1,13,ACID,13421,13664,71,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,14,FRAC,13421,13664,8800,BBL,W,,,,,,,,,"DETAILS: 21240# 100 MESH, 240800# 30/70 SD"
4.22553E+13,PI,IP,1,15,ACID,13741,13981,31,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,16,FRAC,13741,13981,8487,BBL,W,266180,LB,SAND,,,,,,DETAILS: 21640# 100 MESH; 244540# 30/70 SD
4.22553E+13,PI,IP,1,17,ACID,14061,14324,31,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,18,FRAC,14061,14324,8242,BBL,W,260920,LB,SAND,,,,,,"DETAILS: 19700# 100 MESH, 241220# 30/70 SD"
4.22553E+13,PI,IP,1,19,ACID,14381,14624,31,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,20,FRAC,14381,14624,8993,BBL,W,287340,LB,SAND,,,,,,"DETAILS: 20080# 100 MESH, 267260# 30/70 SD"
4.22553E+13,PI,IP,1,21,ACID,14701,14944,71,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,22,FRAC,14701,14944,9050,BBL,W,261820,LB,SAND,,,,,,"DETAILS: 21240# 100 MESH, 240580# 30/70 SD"
4.22553E+13,PI,IP,1,23,ACID,15021,15264,71,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,24,FRAC,15021,15264,6563,BBL,W,157500,LB,SAND,,,,,,"DETAILS: 22880# 100 MESH, 134620# 30/70 SD"
4.22553E+13,PI,IP,1,25,ACID,15341,15574,36,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,26,FRAC,15341,15574,8865,BBL,W,262940,LB,SAND,,,,,,"DETAILS: 20860# 100 MESH, 242080# 30/70 SD"
4.22553E+13,PI,IP,1,27,ACID,15658,15904,71,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,28,FRAC,15658,15904,9760,BBL,W,260920,LB,SAND,,,,,,"DETAILS: 21740# 100 MESH, 239180# 30/70 SD"
4.22553E+13,PI,IP,1,29,ACID,15981,16224,71,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,30,FRAC,15981,16224,8773,BBL,W,257240,LB,SAND,,,,,,"DETAILS: 18200# 100 MESH, 239040# 30/70 SD"
4.22553E+13,PI,IP,1,31,ACID,16301,16381,190,BBL,A,,,,,,,,,
4.22553E+13,PI,IP,1,32,FRAC,16301,16381,4057,BBL,W,1500,LB,SAND,,,,,100,
4.22553E+13,PI,IP,1,1,ACID,9285,9420,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,2,FRAC,9285,9420,2980,BBL,SLKW,179830,LB,SANDRCSD,,,,,,"DETAILS: 18480# 40/70 OTTAWA SD, 117930# 30/50 OTTAWA SD, 43420# 30/50 RC SD"
4.22553E+13,PI,IP,1,3,ACID,9495,9630,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,4,FRAC,9495,9630,2931,BBL,SLKW,175370,LB,SANDRCSD,,,,,,"DETAILS: 16100# 40/70 OTTAWA SD, 119800# 30/50 OTTAWA SD, 39470# 30/50 RC SD"
4.22553E+13,PI,IP,1,5,ACID,9705,9840,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,6,FRAC,9705,9840,2962,BBL,SLKW,174240,LB,SANDRCSD,,,,,,"DETAILS: 15400# 40/70 OTTAWA SD, 118340# 30/50 OTTAWA SD, 40500# 30/50 RC SD"
4.22553E+13,PI,IP,1,7,ACID,9915,10050,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,8,FRAC,9915,10050,3174,BBL,SLKW,180170,LB,SANDRCSD,,,,,,"DETAILS: 16170# 40/70 OTTAWA SD, 115540# 30/50 OTTAWA SD, 48460# 30/50 RC SD"
4.22553E+13,PI,IP,1,9,ACID,10125,10260,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,10,FRAC,10125,10260,3191,BBL,SLKW,181965,LB,SANDRCSD,,,,,,"DETAILS: 15500# 40/70 OTTAWA SD, 126460# 30/50 OTTAWA SD, 40005# 30/50 RC SD"
4.22553E+13,PI,IP,1,11,ACID,10335,10470,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,12,FRAC,10335,10470,3383,BBL,SLKW,172185,LB,SANDRCSD,,,,,,"DETAILS: 12635# 40/70 OTTAWA SD, 119320# 30/50 OTTAWA SD, 40230# 30/50 RC SD"
4.22553E+13,PI,IP,1,13,ACID,10545,10680,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,14,FRAC,10545,10680,3462,BBL,SLKW,180010,LB,SANDRCSD,,,,,,"DETAILS: 14000# 40/70 OTTAWA SD, 124700# 30/50 OTTAWA SD, 41310# 30/50 RC SD"
4.22553E+13,PI,IP,1,15,ACID,10755,10890,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,16,FRAC,10755,10890,3424,BBL,SLKW,175108,LB,SANDRCSD,,,,,,"DETAILS: 12755# 40/70 OTTAWA SD, 123680# 30/50 OTTAWA SD, 38673# 30/50 RC SD"
4.22553E+13,PI,IP,1,17,ACID,10965,11100,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,18,FRAC,10965,11100,3242,BBL,SLKW,181170,LB,SANDRCSD,,,,,,"DETAILS: 14610# 40/70 OTTAWA SD, 125960# 30/50 OTTAWA SD, 40600# 30/50 RC SD"
4.22553E+13,PI,IP,1,19,ACID,11175,11310,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,20,FRAC,11175,11310,3192,BBL,SLKW,180680,LB,SANDRCSD,,,,,,"DETAILS: 24230# 40/70 OTTAWA SD, 118940# 30/50 OTTAWA SD, 37510# 30/50 RC SD"
4.22553E+13,PI,IP,1,21,ACID,11385,11520,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,22,FRAC,11385,11520,3441,BBL,SLKW,170840,LB,SANDRCSD,,,,,,"DETAILS: 13500# 40/70 OTTAWA SD, 117490# 30/50 OTTAWA SD, 39850# 30/50 RC SD"
4.22553E+13,PI,IP,1,23,ACID,11595,11730,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,24,FRAC,11595,11730,2991,BBL,SLKW,172855,LB,SANDRCSD,,,,,,"DETAILS: 13580# 40/70 OTTAWA SD, 119160# 30/50 OTTAWA SD, 40115# 30/50 RC SD"
4.22553E+13,PI,IP,1,25,ACID,11805,11940,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,26,FRAC,11805,11940,3303,BBL,SLKW,171889,LB,SANDRCSD,,,,,,"DETAILS: 13642# 40/70 OTTAWA SD, 119120# 30/50 OTTAWA SD, 39127# 30/50 RC SD"
4.22553E+13,PI,IP,1,27,ACID,12015,12150,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,28,FRAC,12015,12150,3325,BBL,SLKW,174265,LB,SANDRCSD,,,,,,"DETAILS: 15730# 40/70 OTTAWA SD, 119095# 30/50 OTTAWA SD, 39440# 30/50 RC SD"
4.22553E+13,PI,IP,1,29,ACID,12225,12375,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,30,FRAC,12225,12375,3450,BBL,SLKW,178429,LB,SANDRCSD,,,,,,"DETAILS: 17320# 40/70 OTTAWA SD, 120635# 30/50 OTTAWA SD, 40474# 30/50 RC SD"
4.22553E+13,PI,IP,1,31,ACID,12450,12600,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,32,FRAC,12450,12600,3502,BBL,SLKW,173720,LB,SANDRCSD,,,,,,"DETAILS: 14600# 40/70 OTTAWA SD, 118720# 30/50 OTTAWA SD, 40400# 30/50 RC SD"
4.22553E+13,PI,IP,1,33,ACID,12675,12825,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,34,FRAC,12675,12825,2544,BBL,SLKW,85255,LB,SAND,,,,,,"DETAILS: 17940# 40/70 OTTAWA SD, 67315# 30/50 OTTAWA SD"
4.22553E+13,PI,IP,1,35,ACID,12900,13050,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,36,FRAC,12900,13050,3270,BBL,SLKW,183613,LB,SANDRCSD,,,,,,"DETAILS: 21320# 40/70 OTTAWA SD, 121425# 30/50 OTTAWA SD, 40868# 30/50 RC SD"
4.22553E+13,PI,IP,1,37,ACID,13125,13275,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,38,FRAC,13125,13275,3335,BBL,SLKW,178258,LB,SANDRCSD,,,,,,"DETAILS: 13713# 40/70 OTTAWA SD, 123935# 30/50 OTTAWA SD, 40610# 30/50 RC SD"
4.22553E+13,PI,IP,1,39,ACID,13350,13500,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,40,FRAC,13350,13500,3131,BBL,SLKW,173541,LB,SANDRCSD,,,,,,"DETAILS: 14521# 40/70 OTTAWA SD, 120040# 30/50 OTTAWA SD, 38980# 30/50 RC SD"
4.22553E+13,PI,IP,1,41,ACID,13575,13725,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,42,FRAC,13575,13725,3064,BBL,SLKW,180780,LB,SANDRCSD,,,,,,"DETAILS: 15950# 40/70 OTTAWA SD, 119930# 30/50 OTTAWA SD, 44900# 30/50 RC SD"
4.22553E+13,PI,IP,1,43,ACID,13800,13950,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,44,FRAC,13800,13950,3511,BBL,SLKW,179425,LB,SANDRCSD,,,,,,"DETAILS: 14705# 40/70 OTTAWA SD, 123525# 30/50 OTTAWA SD, 41195# 30/50 RC SD"
4.22553E+13,PI,IP,1,45,ACID,14025,14250,4000,GAL,A,,,,,,HCL,,,15%
4.22553E+13,PI,IP,1,46,FRAC,14025,14250,3582,BBL,SLKW,184435,LB,SANDRCSD,,,,,,"DETAILS: 14215# 40/70 OTTAWA SD, 121995# 30/50 OTTAWA SD, 48225# 30/50 RC SD"
4.22553E+13,PI,IP,1,1,ACID,12079,12321,5242,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,2,FRAC,12079,12321,10933,BBL,FLUD,288620,LB,SAND,,,,,,"DETAILS: 5311 BBL, 5622 BBL"
4.22553E+13,PI,IP,1,3,ACID,12399,12641,3150,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,4,FRAC,12399,12641,10736,BBL,FLUD,289180,LB,SAND,,,,,,"DETAILS: 5206 BBL, 5530 BBL"
4.22553E+13,PI,IP,1,5,ACID,12719,12961,3150,GAL,A,,,,,,,,,
4.22553E+13,PI,IP,1,6,FRAC,12719,12961,10629,BBL,FLUD,290460,LB,SAND,,,,,,"DETAILS: 5159 BBL, 5470 BBL"
4.22553E+13,PI,IP,1,7,ACID,13039,13281,3150,GAL,A,,,,,,,,,
