Entity,Source,Entity Type,Primary Product,Province State Name,District Name,County Name,Basin Name,Operator Name,Field Name,Prod Zone Name,Lease Name,Lease Number,Well Number,Location,Gatherer Gas,Gatherer Liquid,Status Date,Status Current Name,Date Production Start,Date Production Stop,Date Injection Start,Date Injection Stop,Pool Name,Temperature Gradient,N Factor
1420100158661H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,CHERRY-TURK UNIT,015866,1H,SEC:4 BLK: SRV:MCCOY JOHN ABS:45,,ENTCO,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
14201001588610H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LORD A UNIT,015886,10H,SEC: BLK: SRV:HILL AW ABS:247,EOGRI,EOGRM,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-1,,
1420100158862H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LORD A UNIT,015886,2H,SEC: BLK: SRV:LOTT ROBERT A ABS:324,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100158863H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LORD A UNIT,015886,3H,SEC: BLK: SRV:LOTT ROBERT A ABS:324,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100158864H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LORD A UNIT,015886,4H,SEC: BLK: SRV:LOTT ROBERT A ABS:324,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100158865H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LORD A UNIT,015886,5H,SEC: BLK: SRV:LOTT ROBERT A ABS:324,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100158866H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LORD A UNIT,015886,6H,SEC: BLK: SRV:LOTT ROBERT A ABS:324,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100158867H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LORD A UNIT,015886,7H,SEC: BLK: SRV:LOTT ROBERT A ABS:324,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100158868H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LORD A UNIT,015886,8H,SEC: BLK: SRV:HILL AW ABS:247,EOGRI,EOGRM,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-1,,
1420100158869H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LORD A UNIT,015886,9H,SEC: BLK: SRV:HILL AW ABS:247,EOGRI,EOGRM,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-1,,
1420100158881H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,WHYBURN UNIT,015888,1H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-1,,
1420100158882H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,WHYBURN UNIT,015888,2H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-1,,
1420100158883H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,WHYBURN UNIT,015888,3H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
1420100158884H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,WHYBURN UNIT,015888,4H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD-1,,
1420100158885H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,WHYBURN UNIT,015888,5H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
1420100158886H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,WHYBURN UNIT,015888,6H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD-1,,
1420100158887H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,WHYBURN UNIT,015888,7H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
1420100158888H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,WHYBURN UNIT,015888,8H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-1,,
1420100158892H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BORCHERS TRUST UNIT,015889,2H,SEC: BLK: SRV:JONES WILLIAM C ABS:289,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100158893H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BORCHERS TRUST UNIT,015889,3H,SEC: BLK: SRV:JONES WILLIAM C ABS:289,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100158894H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BORCHERS TRUST UNIT,015889,4H,SEC: BLK: SRV:JONES WILLIAM C ABS:289,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100158895H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BORCHERS TRUST UNIT,015889,5H,SEC: BLK: SRV:JONES WILLIAM C ABS:289,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100158896H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BORCHERS TRUST UNIT,015889,6H,SEC: BLK: SRV:JONES WILLIAM C ABS:289,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100158897H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BORCHERS TRUST UNIT,015889,7H,SEC: BLK: SRV:JONES WILLIAM C ABS:289,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100158941H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,STAFFORD UNIT,015894,1H,SEC: BLK: SRV:CARTWRIGHT WASHINGTON ABS:170,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100158942H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,STAFFORD UNIT,015894,2H,SEC: BLK: SRV:CARTWRIGHT WASHINGTON ABS:170,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100158943H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,STAFFORD UNIT,015894,3H,SEC: BLK: SRV:CARTWRIGHT WASHINGTON ABS:170,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159141,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,ROSETTA RESOURCES OPERATING LP,EAGLEVILLE,EAGLE FORD,ADELE DUBOSE,015914,1,SEC: BLK: SRV:HUMPHREY JEAN ABS:266,ENETR,GENEC,,ACTIVE,2012-02-01,2013-04-30,,,EAGLE FORD-1,,
1420100159142,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,ROSETTA RESOURCES OPERATING LP,EAGLEVILLE,EAGLE FORD,ADELE DUBOSE,015914,2,SEC: BLK: SRV:HUMPHREY JEAN ABS:266,ENETR,GENEC,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
14201001591610H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,GUADALUPE UNIT,015916,10H,SEC:4 BLK: SRV:MCCOY JOHN ABS:45,EOGRI,EOGRM,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-1,,
14201001591611H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,GUADALUPE UNIT,015916,11H,SEC:4 BLK: SRV:MCCOY JOHN ABS:45,,EOGRM,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-1,,
14201001591612H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,GUADALUPE UNIT,015916,12H,SEC:4 BLK: SRV:MCCOY JOHN ABS:45,EOGRI,EOGRM,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-1,,
1420100159161H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,GUADALUPE UNIT,015916,1H,SEC:5 BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-1,,
1420100159162H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,GUADALUPE UNIT,015916,2H,SEC:5 BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-1,,
1420100159165H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,GUADALUPE UNIT,015916,5H,SEC:4 BLK: SRV:MCCOY JOHN ABS:45,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100159166H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,GUADALUPE UNIT,015916,6H,SEC:4 BLK: SRV:MCCOY JOHN ABS:45,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159167H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,GUADALUPE UNIT,015916,7H,SEC: BLK: SRV:MCCOY JOHN ABS:45,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100159168H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,GUADALUPE UNIT,015916,8H,SEC:4 BLK: SRV:MCCOY JOHN ABS:45,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159169H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,GUADALUPE UNIT,015916,9H,SEC:4 BLK: SRV:MCCOY JOHN ABS:45,EOGRI,EOGRM,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-1,,
1420100159182H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LESTER RANCH UNIT,015918,2H,SEC: BLK: SRV:DAVIS TRAVIS ABS:178,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100159183H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LESTER RANCH UNIT,015918,3H,SEC: BLK: SRV:DAVIS TRAVIS ABS:178,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100159185H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LESTER RANCH UNIT,015918,5H,SEC: BLK: SRV:DAVIS TRAVIS ABS:178,EOGRI,EOGRM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-1,,
1420100159191H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,KELLEY-WILSON UNIT,015919,1H,SEC: BLK: SRV:PETTUS SAMUEL O ABS:381,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159192H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,KELLEY-WILSON UNIT,015919,2H,SEC: BLK: SRV:PETTUS SAMUEL O ABS:381,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159201H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BORCHERS KOENNING UNIT,015920,1H,SEC: BLK: SRV:WOOD JOHN L ABS:473,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159202H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BORCHERS KOENNING UNIT,015920,2H,SEC: BLK: SRV:WOOD JOHN L ABS:473,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159263H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,PENN VIRGINIA OIL & GAS,EAGLEVILLE,EAGLE FORD,CANNONADE RANCH SOUTH,015926,3H,SEC:1 BLK: SRV:THOMPSON JAMES ABS:72,ENETR,GULFM,,ACTIVE,2011-10-01,2013-04-30,,,EAGLE FORD-1,,
14201001593011H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,DREYER UNIT,015930,11H,SEC:5 BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-1,,
14201001593012H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,DREYER UNIT,015930,12H,SEC:5 BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-1,,
14201001593015H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,DREYER UNIT,015930,15H,SEC:5 BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
14201001593016H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,DREYER UNIT,015930,16H,SEC:5 BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
14201001593019H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,DREYER UNIT,015930,19H,SEC:5 BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
14201001593020H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,DREYER UNIT,015930,20H,SEC:5 BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159311H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,FOREST OIL CORPORATION,EAGLEVILLE,EAGLE FORD,CARTER,015931,1H,SEC:8 BLK: SRV:ERSKINE WILLIAM ABS:204,,TRITN,,ACTIVE,2011-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100159341H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,CORNFIELD UNIT,015934,1H,SEC: BLK: SRV:BAKER ISAAC ABS:130,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159342H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,CORNFIELD UNIT,015934,2H,SEC: BLK: SRV:HOPPELL FREDERICK ABS:280,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159343H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,CORNFIELD UNIT,015934,3H,SEC: BLK: SRV:HOPPELL FREDERICK ABS:280,EOGRI,EOGRM,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100159344H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,CORNFIELD UNIT,015934,4H,SEC: BLK: SRV:HOPPELL FREDERICK ABS:280,EOGRI,EOGRM,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-1,,
14201001594814H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,ANNIE UNIT,015948,14H,SEC: BLK: SRV:GRAY DANIEL ABS:517,EOGRI,EOGRM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
14201001595210H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BOOTHE UNIT,015952,10H,SEC:5 BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
1420100159521H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BOOTHE UNIT,015952,1H,SEC:5 BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100159522H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BOOTHE UNIT,015952,2H,SEC:5 BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100159529H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BOOTHE UNIT,015952,9H,SEC: BLK: SRV:MCCOY JESSE ABS:44,EOGRI,EOGRM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
14201001595312H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,VERLANDER UNIT,015953,12H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-1,,
1420100159531H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,VERLANDER UNIT,015953,1H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159536H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,VERLANDER UNIT,015953,6H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-1,,
1420100159537H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,VERLANDER UNIT,015953,7H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-1,,
1420100159538H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,VERLANDER UNIT,015953,8H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159539H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,VERLANDER UNIT,015953,9H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100159651H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,MARTIN UNIT,015965,1H,SEC: BLK: SRV:GRAY DANIEL ABS:517,EOGRI,EOGRM,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100159652H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,MARTIN UNIT,015965,2H,SEC: BLK: SRV:GRAY DANIEL ABS:517,EOGRI,EOGRM,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100159653H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,MARTIN UNIT,015965,3H,SEC: BLK: SRV:GRAY DANIEL ABS:517,EOGRI,EOGRM,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-1,,
1420100159654H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,MARTIN UNIT,015965,4H,SEC: BLK: SRV:GRAY DANIEL ABS:517,EOGRI,EOGRM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
