Entity,Source,Entity Type,Primary Product,Lease Name,Well Number,API,Regulatory API,Hole Direction,Unit Well Number,Depth Total Maximum,Perforation Upper,Perforation Lower,Status Prod Current Name,Surface Latitude,Surface Longitude,Surface LL Source,Type Name,Date Completion,Date Abandonment,Play Name,Play Type
142020P58441MULTIWELL01,PI,ALLOCATED,O,GALLO ROJO A 5H,MULTI,42255328870000,,HORIZONTAL,1,16437,,,ACTIVE,+28.99206, -97.84644,TS,ACTIVE PRODUCING-GENERAL,,,,
142020P58442MULTIWELL01,PI,ALLOCATED,O,BORIS 1H,MULTI,42255328970100,,HORIZONTAL,1,18784,12420,18607,ACTIVE,+28.95798, -97.83537,TS,ACTIVE PRODUCING-GENERAL,2013-04-21,,,
142020P58443MULTIWELL01,PI,ALLOCATED,O,CARAWAY UNIT 1H,MULTI,42255329060000,,HORIZONTAL,1,13765,9837,12948,ACTIVE,+29.13226, -97.75996,TS,ACTIVE PRODUCING-GENERAL,2013-04-18,,,
142020P58444MULTIWELL01,PI,ALLOCATED,O,MILLER-RIDOUT UNIT 3H,MULTI,42255329100000,,HORIZONTAL,1,17370,12869,17176,ACTIVE,+28.86049, -97.91623,TS,ACTIVE PRODUCING-GENERAL,2013-04-27,,,
142020P58445MULTIWELL01,PI,ALLOCATED,O,MILLER-RIDOUT UNIT 4H,MULTI,42255329110000,,HORIZONTAL,1,17547,12698,17354,ACTIVE,+28.86049, -97.91631,TS,ACTIVE PRODUCING-GENERAL,2013-04-27,,,
142020P58446MULTIWELL01,PI,ALLOCATED,O,PATTON UNIT 2H,MULTI,42255329180000,,HORIZONTAL,1,14825,10000,14733,ACTIVE,+29.10979, -97.79481,TS,ACTIVE PRODUCING-GENERAL,2013-04-18,,,
142020P58447MULTIWELL01,PI,ALLOCATED,O,YOSKO-WITTE UNIT 1H,MULTI,42255329190000,,HORIZONTAL,1,17096,12289,16926,ACTIVE,+28.87601, -97.95202,TS,ACTIVE PRODUCING-GENERAL,2013-04-27,,,
142020P58448MULTIWELL01,PI,ALLOCATED,O,YOSKO-WITTE UNIT 2H,MULTI,42255329200000,,HORIZONTAL,1,17111,12791,16937,ACTIVE,+28.87601, -97.95194,TS,ACTIVE PRODUCING-GENERAL,2013-04-27,,,
142020P58449MULTIWELL01,PI,ALLOCATED,O,PATTON UNIT 1H,MULTI,42255329280000,,HORIZONTAL,1,14756,10031,14660,ACTIVE,+29.10969, -97.79482,TS,ACTIVE PRODUCING-GENERAL,2013-04-19,,,
142020P58450MULTIWELL01,PI,ALLOCATED,O,BEAM HEDTKE UNIT 1H,MULTI,42255329490000,,HORIZONTAL,1,15098,11502,14918,ACTIVE,+28.84096, -98.03990,TS,ACTIVE PRODUCING-GENERAL,2013-04-23,,,
142020P58451MULTIWELL01,PI,ALLOCATED,O,BEAM-HEDTKE UNIT 2H,MULTI,42255329500000,,HORIZONTAL,1,15147,11741,14970,ACTIVE,+28.84094, -98.03997,TS,ACTIVE PRODUCING-GENERAL,2013-04-23,,,
142020P58452MULTIWELL01,PI,ALLOCATED,O,LUCILLE UNIT 1H,MULTI,42255330060000,,HORIZONTAL,1,13478,9815,12870,ACTIVE,+29.08422, -97.86469,TS,ACTIVE PRODUCING-GENERAL,2013-04-19,,,
142020P58453MULTIWELL01,PI,ALLOCATED,O,ROGERS 1H,MULTI,42255330380000,,HORIZONTAL,1,16460,12017,16280,ACTIVE,+28.89994, -97.93832,TS,ACTIVE PRODUCING-GENERAL,2013-04-30,,,
142020P58454MULTIWELL01,PI,ALLOCATED,O,ROGERS 2H,MULTI,42255330390000,,HORIZONTAL,1,16510,12059,16229,ACTIVE,+28.89994, -97.93823,TS,ACTIVE PRODUCING-GENERAL,2013-04-30,,,
142020P57320MULTIWELL01,PI,ALLOCATED,O,OLSOVSKY UNIT 1H,MULTI,42285336700000,,HORIZONTAL,1,16477,12507,16269,ACTIVE,+29.58891, -97.05860,TS,ACTIVE PRODUCING-GENERAL,2013-03-13,,,
142020P57321MULTIWELL01,PI,ALLOCATED,O,MARTINSEN UNIT 1H,MULTI,42285336770100,,HORIZONTAL,1,18633,12887,18517,ACTIVE,+29.46337, -97.15412,TS,ACTIVE PRODUCING-GENERAL,2013-03-23,,,
142020P58513MULTIWELL01,PI,ALLOCATED,O,FOJTIK UNIT 1H,MULTI,42285336790000,,VERTICAL,1,12440,,,ACTIVE,+29.52736, -97.11978,TS,ACTIVE PRODUCING-GENERAL,2013-01-31,,,
142020P58514MULTIWELL01,PI,ALLOCATED,O,OTHOLD UNIT 1H,MULTI,42285336800000,,HORIZONTAL,1,17866,12939,17673,ACTIVE,+29.47269, -97.15323,TS,ACTIVE PRODUCING-GENERAL,2013-04-21,,,
142020P58515MULTIWELL01,PI,ALLOCATED,O,SHINER UNIT A 1H,MULTI,42285336830000,,HORIZONTAL,1,16406,12557,15627,ACTIVE,+29.41730, -97.20981,TS,ACTIVE PRODUCING-GENERAL,2013-04-20,,,
142020P58516MULTIWELL01,PI,ALLOCATED,O,HINZE UNIT 1H,MULTI,42285336840000,,HORIZONTAL,1,18400,,,ACTIVE,+29.47950, -97.13922,TS,ACTIVE PRODUCING-GENERAL,,,,
1420500039143H,PI,ALLOCATED,O,SIMMS,3H,42289316630100,,HORIZONTAL,1,8885,7260,8885,ACTIVE,+31.16004, -96.07921,TS,ACTIVE PRODUCING-GENERAL,2009-12-21,,,
1420500039522H,PI,ALLOCATED,O,EASTERLING,2H,42289318590000,,HORIZONTAL,1,9090,7300,7325,ACTIVE,+31.15199, -96.05161,TS,ACTIVE PRODUCING-GENERAL,2010-07-07,,,
1420500039731H,PI,ALLOCATED,O,DONAHO UNIT,1H,42289319950200,,HORIZONTAL,1,13563,7746,9401,ACTIVE,+30.99511, -96.17305,TS,ACTIVE PRODUCING-GENERAL,2012-05-17,,,
142050P40547MULTIWELL01,PI,ALLOCATED,O,SMITH T C 2H,MULTI,42289318920000,,HORIZONTAL,1,14000,8282,13870,ACTIVE,+31.14670, -96.07265,TS,ACTIVE PRODUCING-GENERAL,2011-02-20,,,
142010016551B  1H,PI,ALLOCATED,O,LARK RANCH,B  1H,42297351410000,,HORIZONTAL,1,18561,11385,13269,ACTIVE,+28.52925, -98.31743,TS,ACTIVE PRODUCING-GENERAL,2012-09-13,,,
1420100165811H,PI,ALLOCATED,O,HAUGLUM A,1H,42297352030000,,HORIZONTAL,1,12253,,,ACTIVE,+28.58010, -98.28730,TS,SHUT IN-GENERAL,2012-11-25,,,
142020P54871MULTIWELL01,PI,ALLOCATED,O,FORDYCE SHARON 01 02H,MULTI,42297351880000,,HORIZONTAL,1,15303,11305,15056,ACTIVE,+28.67887, -98.22336,TS,ACTIVE PRODUCING-GENERAL,2012-12-04,,,
142020P57357MULTIWELL01,PI,ALLOCATED,O,IDYLWOOD 03 2H,MULTI,42297352830000,,HORIZONTAL,1,17848,11338,17659,ACTIVE,+28.61602, -98.29825,TS,ACTIVE PRODUCING-GENERAL,2013-03-23,,,
142020P57358MULTIWELL01,PI,ALLOCATED,O,WHITSETT-POSEY UNIT 2H,MULTI,42297352860000,,HORIZONTAL,1,14874,11426,14700,ACTIVE,+28.62435, -98.28570,TS,ACTIVE PRODUCING-GENERAL,2013-03-26,,,
142020P57359MULTIWELL01,PI,ALLOCATED,O,WHITSETT-POSEY UNIT 3H,MULTI,42297352870000,,HORIZONTAL,1,16020,11767,15842,ACTIVE,+28.62432, -98.28563,TS,ACTIVE PRODUCING-GENERAL,2013-03-26,,,
142020P58551MULTIWELL01,PI,ALLOCATED,O,WHITSETT-ESSE 3H,MULTI,42297352600000,,HORIZONTAL,1,17047,12230,16933,ACTIVE,+28.66539, -98.23868,TS,ACTIVE PRODUCING-GENERAL,2013-04-20,,,
142020P58552MULTIWELL01,PI,ALLOCATED,O,WHITSETT-MASSENGALE UNIT 1H,MULTI,42297352610100,,HORIZONTAL,1,19337,11746,19075,ACTIVE,+28.63404, -98.25502,TS,ACTIVE PRODUCING-GENERAL,2013-04-16,,,
142020P58553MULTIWELL01,PI,ALLOCATED,O,WHITSETT-ESSE 2H,MULTI,42297352620000,,HORIZONTAL,1,15640,11318,15500,ACTIVE,+28.66539, -98.23876,TS,ACTIVE PRODUCING-GENERAL,2013-04-24,,,
142020P58554MULTIWELL01,PI,ALLOCATED,O,WHITSETT-ESSE 4H,MULTI,42297352630000,,HORIZONTAL,1,15190,11838,15016,ACTIVE,+28.66539, -98.23860,TS,ACTIVE PRODUCING-GENERAL,2013-04-21,,,
242010248927,PI,WELL,G,DONNELL,1,42311341160100,248927,HORIZONTAL,1,15694,15234,15532,ACTIVE,+28.34371, -98.66029,TS,ACTIVE PRODUCING-GENERAL,2009-02-27,,,
242010251821,PI,WELL,G,DONNELL MINERALS 366,1H,42311341310100,251821,HORIZONTAL,1,16052,11654,16025,ACTIVE,+28.34814, -98.67527,TS,ACTIVE PRODUCING-GENERAL,2009-08-19,,,
242010255036,PI,WELL,G,DONNELL 457,1H,42311341370000,255036,HORIZONTAL,1,15975,12062,15871,ACTIVE,+28.38083, -98.62889,TS,ACTIVE PRODUCING-GENERAL,2010-07-31,,,
242010255452,PI,WELL,G,DONNELL ET AL,5H,42311341530000,255452,HORIZONTAL,1,15473,11754,14715,ACTIVE,+28.35237, -98.67050,TS,ACTIVE PRODUCING-GENERAL,2009-11-15,,,
242010255968,PI,WELL,G,STS A,361H,42311341580000,255968,HORIZONTAL,1,17720,15655,17547,ACTIVE,+28.21803, -98.79726,TS,ACTIVE PRODUCING-GENERAL,2010-01-26,,,
242010256150,PI,WELL,G,DONNELL 1077,1H,42311341420000,256150,HORIZONTAL,1,16350,12085,16251,ACTIVE,+28.33316, -98.67004,TS,ACTIVE PRODUCING-GENERAL,2009-10-07,,,
242010257135,PI,WELL,G,BRACKEN - J V,1H,42311341770000,257135,HORIZONTAL,1,19049,12710,18888,ACTIVE,+28.36583, -98.48196,TS,ACTIVE PRODUCING-GENERAL,2010-04-02,,,
242010257317,PI,WELL,G,MILES GEORGE,1H,42311341390000,257317,HORIZONTAL,1,16995,13600,16789,ACTIVE,+28.22991, -98.65706,TS,ACTIVE PRODUCING-GENERAL,2010-01-13,,,
242010257318,PI,WELL,G,SAN MIGUEL RANCH EF,1H,42311341970000,257318,HORIZONTAL,1,15210,11017,13827,ACTIVE,+28.56211, -98.44592,TS,ACTIVE PRODUCING-GENERAL,2010-06-30,,,
242010257538,PI,WELL,G,LOWE,1H,42311341860000,257538,HORIZONTAL,1,18360,12427,18195,ACTIVE,+28.35305, -98.57038,TS,ACTIVE PRODUCING-GENERAL,2010-05-23,,,
242010257679,PI,WELL,G,LOWE,3H,42311341870000,257679,HORIZONTAL,1,17590,12522,17468,ACTIVE,+28.35318, -98.58063,TS,ACTIVE PRODUCING-GENERAL,2010-06-30,,,
242010257784,PI,WELL,G,DISCHER,1H,42311342090000,257784,HORIZONTAL,1,16515,11929,16382,ACTIVE,+28.47793, -98.42559,TS,ACTIVE PRODUCING-GENERAL,2010-08-11,,,
242010258209,PI,WELL,G,MARTIN-MASON RANCH UNIT A,1H,42311342200000,258209,HORIZONTAL,1,16604,9743,16495,INACTIVE,+28.59357, -98.68290,TS,SHUT IN-GENERAL,2010-06-05,,,
242010258750,PI,WELL,G,LOWE,2H,42311341720100,258750,HORIZONTAL,1,16843,12141,16725,ACTIVE,+28.36796, -98.59494,TS,ACTIVE PRODUCING-GENERAL,2010-10-01,,,
242010258983,PI,WELL,G,BRACKEN - J V,3H,42311341990000,258983,HORIZONTAL,1,18936,13113,18730,ACTIVE,+28.37074, -98.44420,TS,ACTIVE PRODUCING-GENERAL,2010-08-08,,,
242010259737,PI,WELL,G,PC-Q EF,4H,42311342270000,259737,HORIZONTAL,1,16449,12024,16336,ACTIVE,+28.41490, -98.50664,TS,ACTIVE PRODUCING-GENERAL,2010-08-21,,,
242010260055,PI,WELL,G,DILWORTH,1H,42311342770000,260055,HORIZONTAL,1,19177,12000,19113,ACTIVE,+28.36712, -98.65079,TS,ACTIVE PRODUCING-GENERAL,2010-11-22,,,
242010260065,PI,WELL,G,WOODWARD G U,1H,42311342290000,260065,HORIZONTAL,1,18684,13128,18217,ACTIVE,+28.44006, -98.36556,TS,ACTIVE PRODUCING-GENERAL,2010-07-07,,,
242010260108,PI,WELL,G,PC-Q EF,2H,42311342360000,260108,HORIZONTAL,1,16357,11893,16066,INACTIVE,+28.44478, -98.49241,TS,ABANDONED-GENERAL,2010-12-02,,,
242010260115,PI,WELL,G,WHITEHURST - J V,1H,42311342010000,260115,HORIZONTAL,1,19086,13272,18953,ACTIVE,+28.33330, -98.50524,TS,ACTIVE PRODUCING-GENERAL,2011-01-19,,,
242010260124,PI,WELL,G,EDWARDS,1H,42311342890000,260124,HORIZONTAL,1,17578,12157,17478,ACTIVE,+28.36541, -98.63300,TS,ACTIVE PRODUCING-GENERAL,2011-01-11,,,
242010260126,PI,WELL,G,PC-Q EF,3H,42311342300000,260126,HORIZONTAL,1,16015,12107,15379,INACTIVE,+28.43163, -98.50278,TS,ABANDONED-GENERAL,2010-12-18,,,
242010260177,PI,WELL,G,DONNELL A,6H,42311343020000,260177,HORIZONTAL,1,17236,11692,17147,ACTIVE,+28.35074, -98.71216,TS,ACTIVE PRODUCING-GENERAL,2010-12-01,,,
242010260178,PI,WELL,G,LAYTON A,3H,42311341960100,260178,HORIZONTAL,1,16045,12450,15950,ACTIVE,+28.45702, -98.40335,TS,ACTIVE PRODUCING-GENERAL,2010-11-11,,,
242010260180,PI,WELL,G,Y BAR RANCH GAS UNIT 1,1,42311342690000,260180,HORIZONTAL,1,17364,,,INACTIVE,+28.49146, -98.45409,TS,ABANDONED-GENERAL,2010-11-07,,,
242010260183,PI,WELL,G,AERY GAS UNIT 1,1,42311342720000,260183,HORIZONTAL,1,18025,,,INACTIVE,+28.49990, -98.50253,TS,ABANDONED-GENERAL,2010-12-27,,,
242010260184,PI,WELL,G,NICHOLS,1H,42311342460000,260184,HORIZONTAL,1,18446,12790,18343,ACTIVE,+28.33142, -98.55416,TS,ACTIVE PRODUCING-GENERAL,2010-11-14,,,
242010260469,PI,WELL,G,BRACKEN - J V,2H,42311342230000,260469,HORIZONTAL,1,18989,12704,18809,ACTIVE,+28.39076, -98.46025,TS,ACTIVE PRODUCING-GENERAL,2010-11-16,,,
242010260539,PI,WELL,G,DILWORTH,2H,42311344760000,260539,HORIZONTAL,1,17395,11836,17291,ACTIVE,+28.36728, -98.66105,TS,ACTIVE PRODUCING-GENERAL,2011-02-22,,,
242010260590,PI,WELL,G,WHIPPLE A,1H,42311344500000,260590,HORIZONTAL,1,18415,12679,18351,ACTIVE,+28.32168, -98.65738,TS,ACTIVE PRODUCING-GENERAL,2011-03-04,,,
242010260591,PI,WELL,G,DONNELL B,7H,42311343400000,260591,HORIZONTAL,1,19156,11977,19088,ACTIVE,+28.36911, -98.65508,TS,ACTIVE PRODUCING-GENERAL,2011-01-28,,,
242010260593,PI,WELL,G,BRACKEN GAS UNIT 1,1,42311342730000,260593,HORIZONTAL,1,18436,,,INACTIVE,+28.46345, -98.47598,TS,ABANDONED-GENERAL,2011-02-13,,,
242010260594,PI,WELL,G,DONNELL B,11H,42311345050000,260594,HORIZONTAL,1,19047,11763,18983,ACTIVE,+28.36892, -98.66123,TS,ACTIVE PRODUCING-GENERAL,2011-03-21,,,
242010260655,PI,WELL,G,BRACKEN-J V,6H,42311342480000,260655,HORIZONTAL,1,18312,13008,18191,ACTIVE,+28.34988, -98.46676,TS,ACTIVE PRODUCING-GENERAL,2011-03-08,,,
242010260797,PI,WELL,G,DONNELL C,1H,42311345140000,260797,HORIZONTAL,1,16649,11978,16544,ACTIVE,+28.38260, -98.63292,TS,ACTIVE PRODUCING-GENERAL,2011-09-24,,,
242010261353,PI,WELL,G,CANGELOSI,1H,42311345380000,261353,HORIZONTAL,1,18784,12794,18680,ACTIVE,+28.27051, -98.64087,TS,ACTIVE PRODUCING-GENERAL,2011-10-24,,,
242010261500,PI,WELL,G,EPLEY,1H,42311342170000,261500,HORIZONTAL,1,14965,10895,11068,ACTIVE,+28.46731, -98.63964,TS,ACTIVE PRODUCING-GENERAL,2010-08-22,,,
242010261769,PI,WELL,G,VIRGINIA FEE,C3H,42311343050100,261769,HORIZONTAL,1,17243,12700,17150,ACTIVE,+28.30285, -98.62190,TS,ACTIVE PRODUCING-GENERAL,2011-05-06,,,
242010261770,PI,WELL,G,VIRGINIA FEE,C8H,42311344530000,261770,HORIZONTAL,1,17028,12800,16950,ACTIVE,+28.30285, -98.62185,TS,ACTIVE PRODUCING-GENERAL,2011-05-05,,,
242010261912,PI,WELL,G,TEAL,1H,42311345500000,261912,HORIZONTAL,1,17622,12670,15246,ACTIVE,+28.31059, -98.57973,TS,ACTIVE PRODUCING-GENERAL,2011-07-01,,,
242010262201,PI,WELL,G,STS C,4H,42311345340000,262201,HORIZONTAL,1,17445,11343,17000,ACTIVE,+28.33915, -98.79497,TS,ACTIVE PRODUCING-GENERAL,2011-10-07,,,
242010263317,PI,WELL,G,KRUGER,1H,42311345480000,263317,HORIZONTAL,1,17393,12692,17321,ACTIVE,+28.30123, -98.64049,TS,ACTIVE PRODUCING-GENERAL,2011-10-24,,,
242010263544,PI,WELL,G,ALEXANDER MURPHY,1H,42311346000000,263544,HORIZONTAL,1,16053,11946,15951,ACTIVE,+28.38191, -98.62161,TS,ACTIVE PRODUCING-GENERAL,2012-01-17,,,
242010263556,PI,WELL,G,BRACKEN-J V,5H,42311342700000,263556,HORIZONTAL,1,19133,12810,19061,ACTIVE,+28.39168, -98.46435,TS,ACTIVE PRODUCING-GENERAL,2011-02-06,,,
242010263559,PI,WELL,G,SAN MIGUEL RANCH EF,2H,42311342850000,263559,HORIZONTAL,1,16825,10979,16616,ACTIVE,+28.56225, -98.46510,TS,ACTIVE PRODUCING-GENERAL,2011-03-25,,,
242010263576,PI,WELL,G,ANTHONY ET AL-J V,1H,42311342070100,263576,HORIZONTAL,1,18264,13150,18201,ACTIVE,+28.29305, -98.54887,TS,ACTIVE PRODUCING-GENERAL,2011-06-06,,,
242010263587,PI,WELL,G,EDWARDS A,1H,42311346430000,263587,HORIZONTAL,1,17645,12435,17471,ACTIVE,+28.31804, -98.62770,TS,ACTIVE PRODUCING-GENERAL,2012-04-21,,,
242010263656,PI,WELL,G,SMITH CC,1H,42311342840000,263656,HORIZONTAL,1,16529,12000,16450,ACTIVE,+28.40250, -98.49176,TS,ACTIVE PRODUCING-GENERAL,2011-03-17,,,
242010263669,PI,WELL,G,SMITH CC,2H,42311345460000,263669,HORIZONTAL,1,16288,12300,16150,ACTIVE,+28.40267, -98.50173,TS,ACTIVE PRODUCING-GENERAL,2011-09-08,,,
242010263673,PI,WELL,G,SMITH CC,3H,42311345680000,263673,HORIZONTAL,1,16604,12400,16547,ACTIVE,+28.40294, -98.49711,TS,ACTIVE PRODUCING-GENERAL,2011-09-07,,,
242010263806,PI,WELL,G,BRACKEN-J V,10H,42311345250000,263806,HORIZONTAL,1,18893,12798,18831,ACTIVE,+28.39034, -98.46352,TS,ACTIVE PRODUCING-GENERAL,2011-08-23,,,
242010263868,PI,WELL,G,VIRGINIA FEE,G5H,42311345090000,263868,HORIZONTAL,1,17649,13150,17600,ACTIVE,+28.31637, -98.59844,TS,ACTIVE PRODUCING-GENERAL,2011-09-15,,,
242010264156,PI,WELL,G,EDWARDS B,2H,42311346670000,264156,HORIZONTAL,1,17615,12433,17484,ACTIVE,+28.34968, -98.62854,TS,ACTIVE PRODUCING-GENERAL,2011-11-13,,,
242010264424,PI,WELL,G,VIRGINIA FEE,G4H,42311344950000,264424,HORIZONTAL,1,17480,12800,17400,ACTIVE,+28.31637, -98.59848,TS,ACTIVE PRODUCING-GENERAL,2011-09-15,,,
242010264460,PI,WELL,G,GLADYS WHEELER,2H,42311346750000,264460,HORIZONTAL,1,17690,12486,17623,ACTIVE,+28.36633, -98.55530,TS,ACTIVE PRODUCING-GENERAL,2011-12-18,,,
242010264556,PI,WELL,G,BRACKEN-J V,8H,42311345120000,264556,VERTICAL,1,,13048,19377,ACTIVE,+28.35106, -98.46455,TS,ACTIVE PRODUCING-GENERAL,2011-06-06,,,
242010265148,PI,WELL,G,BRACKEN-J V,12H,42311346740000,265148,HORIZONTAL,1,18548,13095,18446,ACTIVE,+28.39051, -98.46949,TS,ACTIVE PRODUCING-GENERAL,2011-12-31,,,
242010265153,PI,WELL,G,BRACKEN-J V,11H,42311346590000,265153,HORIZONTAL,1,17445,12327,17378,ACTIVE,+28.39368, -98.47758,TS,ACTIVE PRODUCING-GENERAL,2011-12-17,,,
242010265373,PI,WELL,G,WHEELER MCTEE,1H,42311346890000,265373,HORIZONTAL,1,18952,12416,18843,ACTIVE,+28.36007, -98.54958,TS,ACTIVE PRODUCING-GENERAL,2012-01-18,,,
242010265596,PI,WELL,G,MCCLAUGHERTY UNIT,1H,42311346210001,265596,HORIZONTAL,1,16716,12250,16560,ACTIVE,+28.39436, -98.50028,TS,ACTIVE PRODUCING-GENERAL,2012-04-28,,,
242010265600,PI,WELL,G,HARROD-MCCLAUGHERTY UNIT,1H,42311346390000,265600,HORIZONTAL,1,16928,12700,16850,ACTIVE,+28.39805, -98.47969,TS,ACTIVE PRODUCING-GENERAL,2012-04-10,,,
242010265601,PI,WELL,G,HARROD-MCCLAUGHERTY UNIT,2H,42311346640000,265601,HORIZONTAL,1,17011,12800,16950,ACTIVE,+28.39805, -98.47973,TS,ACTIVE PRODUCING-GENERAL,2012-04-11,,,
242010265607,PI,WELL,G,MCCLAUGHERTY UNIT,3H,42311347070000,265607,HORIZONTAL,1,16820,12600,16750,ACTIVE,+28.39443, -98.50035,TS,ACTIVE PRODUCING-GENERAL,2012-04-04,,,
242010265611,PI,WELL,G,MCCLAUGHERTY UNIT,4H,42311347080000,265611,HORIZONTAL,1,16532,12300,16450,ACTIVE,+28.39443, -98.50039,TS,ACTIVE PRODUCING-GENERAL,2012-04-18,,,
242010265613,PI,WELL,G,MCCLAUGHERTY UNIT,5H,42311347410000,265613,HORIZONTAL,1,17247,12100,17150,ACTIVE,+28.39368, -98.50510,TS,ACTIVE PRODUCING-GENERAL,2012-04-21,,,
242010265628,PI,WELL,G,MCCLAUGHERTY UNIT,2H,42311346380001,265628,HORIZONTAL,1,16710,12450,16600,ACTIVE,+28.39436, -98.50024,TS,ACTIVE PRODUCING-GENERAL,2012-04-16,,,
242010265658,PI,WELL,G,NBR EF,1H,42311344980000,265658,HORIZONTAL,1,18083,12335,17815,ACTIVE,+28.42834, -98.45804,TS,ACTIVE PRODUCING-GENERAL,2011-08-04,,,
242010265976,PI,WELL,G,HUBERT STONE 01,01H,42311345260000,265976,HORIZONTAL,1,17712,12240,17562,ACTIVE,+28.46590, -98.39383,TS,ACTIVE PRODUCING-GENERAL,2011-06-26,,,
142050P53019MULTIWELL01,PI,ALLOCATED,O,BLAZEK-PETERS UNIT 1H,MULTI,42313309370000,,HORIZONTAL,1,14510,8663,13336,ACTIVE,+30.99602, -96.12468,TS,ACTIVE PRODUCING-GENERAL,2012-11-14,,,
142050P56479MULTIWELL01,PI,ALLOCATED,O,REA UNIT 1H,MULTI,42313309580000,,HORIZONTAL,1,13770,8364,13715,ACTIVE,+31.01440, -96.13165,TS,ACTIVE PRODUCING-GENERAL,2013-03-05,,,
1420100153031H,PI,ALLOCATED,O,GATES 010 CHK-A TR3,1H,42479410240000,,HORIZONTAL,1,15216,8201,8475,INACTIVE,+28.07108, -99.85762,TS,SHUT IN-GENERAL,2010-10-03,,,
142010015331D  4H,PI,ALLOCATED,O,PILONCILLO,D  4H,42479412160100,,HORIZONTAL,1,13846,8602,9474,INACTIVE,+28.16674, -99.61256,TS,SHUT IN-GENERAL,2011-05-22,,,
142010015564A  1H,PI,ALLOCATED,O,FAITH-YANA,A  1H,42479412430000,,HORIZONTAL,1,14729,7509,14584,ACTIVE,+28.19824, -99.91172,TS,ACTIVE PRODUCING-GENERAL,2011-08-21,,,
142010015564A  2H,PI,ALLOCATED,O,FAITH-YANA,A  2H,42479412440000,,HORIZONTAL,1,14518,7184,7596,ACTIVE,+28.19818, -99.91172,TS,ACTIVE PRODUCING-GENERAL,2012-03-07,,,
142010015564B  1H,PI,ALLOCATED,O,FAITH-YANA,B  1H,42479412400000,,HORIZONTAL,1,14511,7129,7580,ACTIVE,+28.19208, -99.91172,TS,ACTIVE PRODUCING-GENERAL,2012-05-24,,,
142010015564B  2H,PI,ALLOCATED,O,FAITH-YANA,B  2H,42479413000000,,HORIZONTAL,1,14647,7109,7616,ACTIVE,+28.19214, -99.91172,TS,ACTIVE PRODUCING-GENERAL,2012-05-30,,,
1420100152541H,PI,ALLOCATED,O,BORGFELD UNIT,1H,42493325470000,,HORIZONTAL,1,13594,9684,9745,ACTIVE,+28.92751, -98.16612,TS,ACTIVE PRODUCING-GENERAL,2010-07-28,,,
1420100152542H,PI,ALLOCATED,O,BORGFELD UNIT,2H,42493325460000,,HORIZONTAL,1,14021,9698,9818,ACTIVE,+28.93029, -98.16398,TS,ACTIVE PRODUCING-GENERAL,2010-05-31,,,
1420100152543H,PI,ALLOCATED,O,BORGFELD UNIT,3H,42493325600000,,HORIZONTAL,1,13981,9707,10199,ACTIVE,+28.93378, -98.16034,TS,ACTIVE PRODUCING-GENERAL,2011-03-04,,,
1420100152544H,PI,ALLOCATED,O,BORGFELD UNIT,4H,42493325610000,,HORIZONTAL,1,13894,9756,9884,ACTIVE,+28.93574, -98.15692,TS,ACTIVE PRODUCING-GENERAL,2011-05-28,,,
1420100153721H,PI,ALLOCATED,O,CASARES UNIT,1H,42493325640000,,HORIZONTAL,1,16484,9610,10199,ACTIVE,+28.90970, -98.15379,TS,ACTIVE PRODUCING-GENERAL,2011-03-10,,,
1420100153722H,PI,ALLOCATED,O,CASARES UNIT,2H,42493325770000,,HORIZONTAL,1,17319,9608,10014,ACTIVE,+28.90876, -98.16007,TS,ACTIVE PRODUCING-GENERAL,2011-05-14,,,
1420100153723H,PI,ALLOCATED,O,CASARES UNIT,3H,42493325790000,,HORIZONTAL,1,15828,9661,10001,ACTIVE,+28.90642, -98.16563,TS,ACTIVE PRODUCING-GENERAL,2011-06-02,,,
1420100153724H,PI,ALLOCATED,O,CASARES UNIT,4H,42493326100000,,HORIZONTAL,1,14962,9626,10000,ACTIVE,+28.91014, -98.15833,TS,ACTIVE PRODUCING-GENERAL,2012-01-19,,,
1420100153725H,PI,ALLOCATED,O,CASARES UNIT,5H,42493326140000,,HORIZONTAL,1,16295,9688,10042,ACTIVE,+28.90800, -98.16333,TS,ACTIVE PRODUCING-GENERAL,2012-01-26,,,
1420100153833H,PI,ALLOCATED,O,VICKERS,3H,42493325520000,,HORIZONTAL,1,12551,8598,12551,INACTIVE,+29.13120, -97.86860,TS,SHUT IN-GENERAL,2010-11-07,,,
1420100153991H,PI,ALLOCATED,O,OYERVIDES UNIT,1H,42493325690000,,HORIZONTAL,1,15668,9567,10104,ACTIVE,+28.92108, -98.18577,TS,ACTIVE PRODUCING-GENERAL,2011-04-09,,,
1420100153992H,PI,ALLOCATED,O,OYERVIDES UNIT,2H,42493325710000,,HORIZONTAL,1,15720,9578,9910,ACTIVE,+28.90336, -98.17575,TS,ACTIVE PRODUCING-GENERAL,2011-05-04,,,
1420100153993H,PI,ALLOCATED,O,OYERVIDES UNIT,3H,42493325730000,,HORIZONTAL,1,14878,9555,10051,ACTIVE,+28.90314, -98.18323,TS,ACTIVE PRODUCING-GENERAL,2011-05-10,,,
1420100154591H,PI,ALLOCATED,O,WARNKEN,1H,42493325500000,,HORIZONTAL,1,13440,8154,8690,ACTIVE,+29.01967, -98.14012,TS,ACTIVE PRODUCING-GENERAL,2010-12-10,,,
