Entity,Source,Entity Type,Primary Product,Lease Name,Well Number,API,Regulatory API,Hole Direction,Unit Well Number,Depth Total Maximum,Perforation Upper,Perforation Lower,Status Prod Current Name,Surface Latitude,Surface Longitude,Surface LL Source,Type Name,Date Completion,Date Abandonment,Play Name,Play Type
242010266596,PI,WELL,G,BRISCOE CATARINA NORTH,23H,42127341280000,266596,HORIZONTAL,1,13689,8507,13537,ACTIVE,+28.31179, -99.81472,TS,ACTIVE PRODUCING-GENERAL,2012-01-20,,,
242010266598,PI,WELL,G,BRISCOE CATARINA NORTH,24H,42127341290000,266598,HORIZONTAL,1,13290,8120,13151,ACTIVE,+28.31179, -99.81464,TS,ACTIVE PRODUCING-GENERAL,2012-01-20,,,
242010266600,PI,WELL,G,BRISCOE CATARINA NORTH,25H,42127341300000,266600,HORIZONTAL,1,13626,8651,13458,ACTIVE,+28.31179, -99.81457,TS,ACTIVE PRODUCING-GENERAL,2012-01-20,,,
242010266601,PI,WELL,G,BRISCOE CATARINA NORTH,20H,42127341550000,266601,HORIZONTAL,1,13380,8600,13241,ACTIVE,+28.31003, -99.82369,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266602,PI,WELL,G,BRISCOE CATARINA NORTH,21H,42127341560000,266602,HORIZONTAL,1,13263,8160,13001,ACTIVE,+28.31010, -99.82369,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266607,PI,WELL,G,BRISCOE CATARINA NORTH,22H,42127341570000,266607,HORIZONTAL,1,13454,8581,13309,ACTIVE,+28.31017, -99.82369,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266611,PI,WELL,G,DIAMOND H STATE,7H,42127343950000,266611,HORIZONTAL,1,12264,8142,12111,ACTIVE,+28.37780, -99.56584,TS,ACTIVE PRODUCING-GENERAL,2012-03-08,,,
242010266614,PI,WELL,G,DIAMOND H STATE,8H,42127344030000,266614,HORIZONTAL,1,12057,8127,11917,ACTIVE,+28.37779, -99.56588,TS,ACTIVE PRODUCING-GENERAL,2012-03-08,,,
242010266615,PI,WELL,G,RANCHO ENCANTADO,8H,42127339650000,266615,HORIZONTAL,1,13637,8510,13148,ACTIVE,+28.34591, -99.48668,TS,ACTIVE PRODUCING-GENERAL,2012-04-12,,,
242010266647,PI,WELL,G,RANCHO ENCANTADO,12H,42127341610000,266647,HORIZONTAL,1,13571,8882,13420,ACTIVE,+28.34588, -99.48666,TS,ACTIVE PRODUCING-GENERAL,2012-04-12,,,
242010266648,PI,WELL,G,RANCHO ENCANTADO,6H,42127339640000,266648,HORIZONTAL,1,14500,8970,14341,ACTIVE,+28.34598, -99.48671,TS,ACTIVE PRODUCING-GENERAL,2012-04-12,,,
242010266649,PI,WELL,G,RANCHO ENCANTADO,17H,42127341810000,266649,HORIZONTAL,1,13840,8951,13695,ACTIVE,+28.35341, -99.49564,TS,ACTIVE PRODUCING-GENERAL,2012-04-21,,,
242010266651,PI,WELL,G,RANCHO ENCANTADO,19H,42127341830000,266651,HORIZONTAL,1,13744,8410,13593,ACTIVE,+28.35341, -99.49548,TS,ACTIVE PRODUCING-GENERAL,2012-04-21,,,
242010266654,PI,WELL,G,RANCHO ENCANTADO,20H,42127341840000,266654,HORIZONTAL,1,13815,8556,13684,ACTIVE,+28.35341, -99.49550,TS,ACTIVE PRODUCING-GENERAL,2012-05-15,,,
242010266672,PI,WELL,G,RANCHO ENCANTADO,18H,42127341820000,266672,HORIZONTAL,1,13575,8686,13447,ACTIVE,+28.35341, -99.49559,TS,ACTIVE PRODUCING-GENERAL,2012-04-21,,,
242010266696,PI,WELL,G,RANCHO ENCANTADO,27H,42127342180000,266696,HORIZONTAL,1,13803,8980,13661,ACTIVE,+28.34936, -99.48570,TS,ACTIVE PRODUCING-GENERAL,2012-06-13,,,
242010266715,PI,WELL,G,RANCHO ENCANTADO,21H,42127341850000,266715,HORIZONTAL,1,13971,8915,13820,ACTIVE,+28.35341, -99.49545,TS,ACTIVE PRODUCING-GENERAL,2012-05-15,,,
242010266716,PI,WELL,G,RANCHO ENCANTADO,28H,42127343310000,266716,HORIZONTAL,1,14157,9182,14018,ACTIVE,+28.35341, -99.49541,TS,ACTIVE PRODUCING-GENERAL,2012-05-15,,,
242010266717,PI,WELL,G,RANCHO ENCANTADO,13H,42127341620000,266717,HORIZONTAL,1,13978,9658,13802,ACTIVE,+28.34585, -99.48663,TS,ACTIVE PRODUCING-GENERAL,2012-04-12,,,
242010266718,PI,WELL,G,STUMBERG RANCH,11H,42127342350000,266718,HORIZONTAL,1,13686,7985,13413,ACTIVE,+28.36779, -99.73192,TS,ACTIVE PRODUCING-GENERAL,2012-01-28,,,
242010266719,PI,WELL,G,STUMBERG RANCH,12H,42127342340000,266719,HORIZONTAL,1,13720,8066,13441,ACTIVE,+28.36779, -99.73185,TS,ACTIVE PRODUCING-GENERAL,2012-01-28,,,
242010266720,PI,WELL,G,BRISCOE CATARINA NORTH,41H,42127342290000,266720,HORIZONTAL,1,13314,8016,13161,ACTIVE,+28.30771, -99.82862,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266722,PI,WELL,G,BRISCOE CATARINA NORTH,42H,42127342300000,266722,HORIZONTAL,1,13393,8176,13250,ACTIVE,+28.30775, -99.82856,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266723,PI,WELL,G,BRISCOE CATARINA NORTH,43H,42127342310000,266723,HORIZONTAL,1,13052,8094,12911,ACTIVE,+28.30779, -99.82850,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266754,PI,WELL,G,PILONCILLO,A5H,42127339600000,266754,HORIZONTAL,1,14338,8487,13782,ACTIVE,+28.26500, -99.68782,TS,ACTIVE PRODUCING-GENERAL,2011-08-09,,,
242010266777,PI,WELL,G,COTULLA,10H,42127342270000,266777,HORIZONTAL,1,13784,8460,13538,ACTIVE,+28.23308, -99.72695,TS,ACTIVE PRODUCING-GENERAL,2011-10-26,,,
242010266778,PI,WELL,G,BRISCOE FRIDAY RANCH UNIT B,10H,42127342730000,266778,HORIZONTAL,1,14020,9213,13866,ACTIVE,+28.25601, -99.71719,TS,ACTIVE PRODUCING-GENERAL,2012-03-23,,,
242010266869,PI,WELL,G,LA BANDERA RANCH,7H,42127342040000,266869,HORIZONTAL,1,11575,7518,11436,ACTIVE,+28.35963, -99.96052,TS,ACTIVE PRODUCING-GENERAL,2012-03-04,,,
242010266886,PI,WELL,G,FAITH-BONITA,D2H,42127339660000,266886,HORIZONTAL,1,13954,7644,13843,ACTIVE,+28.25451, -99.90977,TS,ACTIVE PRODUCING-GENERAL,2012-07-07,,,
242010266891,PI,WELL,G,LA BANDERA RANCH,8H,42127344020000,266891,HORIZONTAL,1,11940,6952,11788,ACTIVE,+28.35969, -99.96041,TS,ACTIVE PRODUCING-GENERAL,2012-03-04,,,
242010266898,PI,WELL,G,RANCHO ENCANTADO,22H,42127342110000,266898,HORIZONTAL,1,13490,9250,13346,ACTIVE,+28.34927, -99.48591,TS,ACTIVE PRODUCING-GENERAL,2012-05-19,,,
242010266899,PI,WELL,G,BRISCOE CATARINA NORTH,35H,42127342210000,266899,HORIZONTAL,1,11492,8037,11344,ACTIVE,+28.30505, -99.83334,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266901,PI,WELL,G,BRISCOE CATARINA NORTH,36H,42127342220000,266901,HORIZONTAL,1,11690,8193,11543,ACTIVE,+28.30505, -99.83326,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266906,PI,WELL,G,BRISCOE CATARINA NORTH,37H,42127342230000,266906,HORIZONTAL,1,11457,8047,11321,ACTIVE,+28.30505, -99.83318,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266908,PI,WELL,G,BRISCOE CATARINA NORTH,39H,42127342260000,266908,HORIZONTAL,1,13195,8076,13052,ACTIVE,+28.30676, -99.83054,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010266910,PI,WELL,G,BRISCOE CATARINA NORTH,40H,42127342280000,266910,HORIZONTAL,1,13260,8028,13165,ACTIVE,+28.30682, -99.83050,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010266924,PI,WELL,G,FOGMT,6SH,42127336950000,266924,HORIZONTAL,1,12280,9130,12275,ACTIVE,+28.29347, -100.08516,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010266938,PI,WELL,G,BRISCOE CATARINA NORTH,44H,42127343430000,266938,HORIZONTAL,1,12304,8092,12156,ACTIVE,+28.30585, -99.83750,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266939,PI,WELL,G,BRISCOE CATARINA NORTH,45H,42127343440000,266939,HORIZONTAL,1,12176,8160,12032,ACTIVE,+28.30578, -99.83751,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266940,PI,WELL,G,BRISCOE CATARINA NORTH,46H,42127343750000,266940,HORIZONTAL,1,12220,8149,12079,ACTIVE,+28.30571, -99.83752,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
242010266944,PI,WELL,G,BRISCOE CATARINA RANCH,26H,42127343190000,266944,HORIZONTAL,1,13548,8319,13403,ACTIVE,+28.29015, -99.79656,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010266945,PI,WELL,G,BRISCOE CATARINA RANCH,25H,42127343180000,266945,HORIZONTAL,1,13550,8335,13419,ACTIVE,+28.29015, -99.79661,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010266946,PI,WELL,G,BRISCOE CATARINA RANCH,27H,42127343200000,266946,HORIZONTAL,1,13700,8426,13556,ACTIVE,+28.29015, -99.79651,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010266962,PI,WELL,G,PILONCILLO,A6HA,42127341090000,266962,HORIZONTAL,1,14090,8890,13890,ACTIVE,+28.23123, -99.68626,TS,ACTIVE PRODUCING-GENERAL,2012-02-02,,,
242010267083,PI,WELL,G,PILONCILLO,A6HD,42127341110000,267083,HORIZONTAL,1,13878,8941,13594,ACTIVE,+28.23124, -99.68618,TS,ACTIVE PRODUCING-GENERAL,2012-02-07,,,
242010267084,PI,WELL,G,PILONCILLO,A6HC,42127341100000,267084,HORIZONTAL,1,13948,8658,13501,ACTIVE,+28.23124, -99.68620,TS,ACTIVE PRODUCING-GENERAL,2012-02-07,,,
242010267111,PI,WELL,G,STUMBERG RANCH,16H,42127343690000,267111,HORIZONTAL,1,13447,8593,13309,ACTIVE,+28.34056, -99.70795,TS,ACTIVE PRODUCING-GENERAL,2012-04-04,,,
242010267112,PI,WELL,G,BRISCOE CATARINA RANCH,22H,42127343150000,267112,HORIZONTAL,1,13509,8552,13358,ACTIVE,+28.28893, -99.79817,TS,ACTIVE PRODUCING-GENERAL,2012-04-06,,,
242010267113,PI,WELL,G,STUMBERG RANCH,17H,42127343700000,267113,HORIZONTAL,1,13360,8473,13215,ACTIVE,+28.34059, -99.70792,TS,ACTIVE PRODUCING-GENERAL,2012-04-04,,,
242010267115,PI,WELL,G,STUMBERG RANCH,18H,42127343710000,267115,HORIZONTAL,1,13348,8450,13188,ACTIVE,+28.34061, -99.70789,TS,ACTIVE PRODUCING-GENERAL,2012-04-04,,,
242010267118,PI,WELL,G,BRISCOE CATARINA RANCH,23H,42127343160000,267118,HORIZONTAL,1,13503,8533,13335,ACTIVE,+28.28893, -99.79809,TS,ACTIVE PRODUCING-GENERAL,2012-04-06,,,
242010267119,PI,WELL,G,BRISCOE CATARINA RANCH,24H,42127343170000,267119,HORIZONTAL,1,13426,8448,13284,ACTIVE,+28.28893, -99.79802,TS,ACTIVE PRODUCING-GENERAL,2012-04-06,,,
242010267120,PI,WELL,G,BRISCOE CATARINA NORTH,47H,42127343760000,267120,HORIZONTAL,1,12335,8001,12177,ACTIVE,+28.31804, -99.85087,TS,ACTIVE PRODUCING-GENERAL,2012-04-04,,,
242010267122,PI,WELL,G,BRISCOE CATARINA NORTH,48H,42127343770000,267122,HORIZONTAL,1,12254,7957,12113,ACTIVE,+28.31804, -99.85095,TS,ACTIVE PRODUCING-GENERAL,2012-04-04,,,
242010267133,PI,WELL,G,BRISCOE CATARINA NORTH,49H,42127343780000,267133,HORIZONTAL,1,12326,8000,12182,ACTIVE,+28.31804, -99.85103,TS,ACTIVE PRODUCING-GENERAL,2012-04-04,,,
242010267134,PI,WELL,G,BRISCOE CATARINA WEST,27H,42127343380000,267134,HORIZONTAL,1,14500,8760,14359,ACTIVE,+28.30201, -99.81690,TS,ACTIVE PRODUCING-GENERAL,2012-04-30,,,
242010267141,PI,WELL,G,BRISCOE CATARINA WEST,28H,42127343400000,267141,HORIZONTAL,1,14769,8528,14618,ACTIVE,+28.30201, -99.81697,TS,ACTIVE PRODUCING-GENERAL,2012-04-30,,,
242010267147,PI,WELL,G,BRISCOE CATARINA WEST,29H,42127343390000,267147,HORIZONTAL,1,15020,8669,14868,ACTIVE,+28.30201, -99.81705,TS,ACTIVE PRODUCING-GENERAL,2012-04-30,,,
242010267191,PI,WELL,G,PILONCILLO,A3H,42127338430200,267191,HORIZONTAL,1,13848,9044,13589,ACTIVE,+28.21212, -99.68787,TS,SHUT IN-GENERAL,2011-08-05,,,
242010267198,PI,WELL,G,ROGERS DENTONIO 16 UNIT,1H,42127344250000,267198,HORIZONTAL,1,12914,7870,12767,ACTIVE,+28.32438, -99.93535,TS,ACTIVE PRODUCING-GENERAL,2012-04-27,,,
242010267212,PI,WELL,G,ROGERS DENTONIO 16 UNIT,2H,42127344260000,267212,HORIZONTAL,1,12947,7829,12785,ACTIVE,+28.32441, -99.93528,TS,ACTIVE PRODUCING-GENERAL,2012-04-27,,,
242010267225,PI,WELL,G,BEINHORN RANCH,13H,42127342600000,267225,HORIZONTAL,1,14017,8846,13888,ACTIVE,+28.30208, -99.69571,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010267233,PI,WELL,G,BEINHORN RANCH,14H,42127342590000,267233,HORIZONTAL,1,14131,8466,13986,ACTIVE,+28.30210, -99.69564,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010267236,PI,WELL,G,BEINHORN RANCH,15H,42127342610000,267236,HORIZONTAL,1,14170,8554,14005,ACTIVE,+28.30213, -99.69556,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010267264,PI,WELL,G,BRISCOE CATARINA RANCH,11H,42127343630000,267264,HORIZONTAL,1,14251,8388,14106,ACTIVE,+28.30380, -99.80896,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010267266,PI,WELL,G,BRISCOE CATARINA RANCH,12H,42127343640000,267266,HORIZONTAL,1,14212,8496,14061,ACTIVE,+28.30387, -99.80894,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010267278,PI,WELL,G,BRISCOE CATARINA RANCH,14H,42127343650000,267278,HORIZONTAL,1,14570,8480,14426,ACTIVE,+28.30393, -99.80891,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010267344,PI,WELL,G,BRISCOE FRIDAY RANCH UNIT B,14H,42127343090000,267344,HORIZONTAL,1,11762,9028,11670,ACTIVE,+28.25070, -99.71426,TS,ACTIVE PRODUCING-GENERAL,2012-06-05,,,
242010267346,PI,WELL,G,BRISCOE FRIDAY RANCH UNIT B,15H,42127343100000,267346,HORIZONTAL,1,11537,9061,11449,ACTIVE,+28.25070, -99.71422,TS,ACTIVE PRODUCING-GENERAL,2012-06-05,,,
242010267348,PI,WELL,G,BRISCOE FRIDAY RANCH UNIT B,16H,42127343110000,267348,HORIZONTAL,1,11850,8768,11750,ACTIVE,+28.25071, -99.71417,TS,ACTIVE PRODUCING-GENERAL,2012-06-05,,,
242010267384,PI,WELL,G,DIAMOND H RANCH,4H,42127338920000,267384,HORIZONTAL,1,13390,8022,13056,ACTIVE,+28.38865, -99.55218,TS,ACTIVE PRODUCING-GENERAL,2012-04-29,,,
242010267385,PI,WELL,G,DIAMOND H STATE,4H,42127338780000,267385,HORIZONTAL,1,13350,8074,13243,ACTIVE,+28.39014, -99.55363,TS,ACTIVE PRODUCING-GENERAL,2012-05-04,,,
242010267386,PI,WELL,G,BRISCOE FRIDAY RANCH UNIT B,17H,42127343130000,267386,HORIZONTAL,1,12016,8902,11917,ACTIVE,+28.25071, -99.71412,TS,ACTIVE PRODUCING-GENERAL,2012-06-05,,,
242010267388,PI,WELL,G,BRISCOE CATARINA RANCH,15H,42127343660000,267388,HORIZONTAL,1,14478,8316,14333,ACTIVE,+28.30494, -99.80701,TS,ACTIVE PRODUCING-GENERAL,2012-04-06,,,
242010267389,PI,WELL,G,LA BANDERA RANCH,9H,42127346290000,267389,HORIZONTAL,1,12500,7205,12352,ACTIVE,+28.35975, -99.96030,TS,ACTIVE PRODUCING-GENERAL,2012-06-04,,,
242010267390,PI,WELL,G,BRISCOE CATARINA RANCH,28H,42127343670000,267390,HORIZONTAL,1,14540,8298,14391,ACTIVE,+28.30501, -99.80698,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242010267391,PI,WELL,G,BRISCOE CATARINA RANCH,29H,42127343680000,267391,HORIZONTAL,1,14620,8215,14471,ACTIVE,+28.30507, -99.80695,TS,ACTIVE PRODUCING-GENERAL,2012-04-06,,,
242010267392,PI,WELL,G,BRISCOE CATARINA RANCH,31H,42127343880000,267392,HORIZONTAL,1,14674,8460,14544,ACTIVE,+28.30590, -99.80441,TS,ACTIVE PRODUCING-GENERAL,2012-05-15,,,
242010267393,PI,WELL,G,BRISCOE CATARINA RANCH,32H,42127343890000,267393,HORIZONTAL,1,14765,8514,14626,ACTIVE,+28.30590, -99.80433,TS,ACTIVE PRODUCING-GENERAL,2012-05-15,,,
242010267394,PI,WELL,G,BRISCOE CATARINA RANCH,33H,42127343900000,267394,HORIZONTAL,1,14459,9070,14309,ACTIVE,+28.30590, -99.80425,TS,ACTIVE PRODUCING-GENERAL,2012-05-15,,,
242010267395,PI,WELL,G,RANCHO ENCANTADO,24H,42127342140000,267395,HORIZONTAL,1,13466,8854,13321,ACTIVE,+28.34930, -99.48583,TS,ACTIVE PRODUCING-GENERAL,2012-05-19,,,
242010267396,PI,WELL,G,RANCHO ENCANTADO,25H,42127342150000,267396,HORIZONTAL,1,13580,8758,13439,ACTIVE,+28.34932, -99.48578,TS,ACTIVE PRODUCING-GENERAL,2012-06-10,,,
242010267397,PI,WELL,G,RANCHO ENCANTADO,26H,42127342170000,267397,HORIZONTAL,1,13644,8803,13494,ACTIVE,+28.34934, -99.48574,TS,ACTIVE PRODUCING-GENERAL,2012-06-13,,,
242010267398,PI,WELL,G,SOUTH SPUR UNIT A,3H,42127344530000,267398,HORIZONTAL,1,13037,7704,12878,ACTIVE,+28.36084, -99.93516,TS,ACTIVE PRODUCING-GENERAL,2012-05-15,,,
242010267399,PI,WELL,G,SOUTH SPUR UNIT A,2H,42127342160000,267399,HORIZONTAL,1,12565,7285,12414,ACTIVE,+28.36079, -99.93527,TS,ACTIVE PRODUCING-GENERAL,2012-05-15,,,
242010267400,PI,WELL,G,SOUTH SPUR STATE,5H,42127344650000,267400,HORIZONTAL,1,12505,7554,12262,ACTIVE,+28.35629, -99.92744,TS,ACTIVE PRODUCING-GENERAL,2012-05-31,,,
242010267434,PI,WELL,G,COTULLA,8H,42127343460000,267434,HORIZONTAL,1,13787,8476,13706,ACTIVE,+28.20949, -99.75004,TS,ACTIVE PRODUCING-GENERAL,2012-01-29,,,
242010267439,PI,WELL,G,LA BANDERA RANCH,2H,42127336340000,267439,HORIZONTAL,1,10866,6760,10744,ACTIVE,+28.38537, -100.03722,TS,ACTIVE PRODUCING-GENERAL,2010-02-09,,,
242010267477,PI,WELL,G,PILONCILLO,A2H,42127337660100,267477,HORIZONTAL,1,13750,9024,13550,ACTIVE,+28.25825, -99.61614,TS,ACTIVE PRODUCING-GENERAL,2011-02-14,,,
242010267487,PI,WELL,G,CMWW A,104H,42127347000000,267487,HORIZONTAL,1,13579,7962,13420,ACTIVE,+28.35287, -99.83626,TS,ACTIVE PRODUCING-GENERAL,2012-06-20,,,
242010267533,PI,WELL,G,PILONCILLO,A6HB,42127341080000,267533,HORIZONTAL,1,14030,8509,13617,ACTIVE,+28.23123, -99.68623,TS,ACTIVE PRODUCING-GENERAL,2012-02-07,,,
242010267546,PI,WELL,G,SOUTH SPUR STATE,6H,42127344640000,267546,HORIZONTAL,1,12411,7460,12243,ACTIVE,+28.35629, -99.92740,TS,ACTIVE PRODUCING-GENERAL,2012-05-31,,,
242010267547,PI,WELL,G,SOUTH SPUR STATE,7H,42127344660000,267547,HORIZONTAL,1,12335,7369,12204,ACTIVE,+28.35629, -99.92736,TS,ACTIVE PRODUCING-GENERAL,2012-05-31,,,
242010267548,PI,WELL,G,BRISCOE CATARINA WEST,24H,42127343350000,267548,HORIZONTAL,1,15488,8558,15306,ACTIVE,+28.30326, -99.81317,TS,ACTIVE PRODUCING-GENERAL,2012-12-10,,,
242010267551,PI,WELL,G,BRISCOE CATARINA WEST,26H,42127343370000,267551,HORIZONTAL,1,15527,8616,15378,ACTIVE,+28.30315, -99.81327,TS,ACTIVE PRODUCING-GENERAL,2012-12-10,,,
242010267555,PI,WELL,G,STUMBERG RANCH,19H,42127346110000,267555,HORIZONTAL,1,13595,8660,13441,ACTIVE,+28.35838, -99.71759,TS,ACTIVE PRODUCING-GENERAL,2012-10-13,,,
242010267556,PI,WELL,G,BRISCOE CATARINA RANCH,34H,42127344320000,267556,HORIZONTAL,1,15288,8578,15120,ACTIVE,+28.30123, -99.78896,TS,ACTIVE PRODUCING-GENERAL,2012-07-24,,,
242010267560,PI,WELL,G,STUMBERG RANCH,20H,42127346120000,267560,HORIZONTAL,1,13301,8489,13165,ACTIVE,+28.35842, -99.71758,TS,ACTIVE PRODUCING-GENERAL,2012-10-16,,,
242010267561,PI,WELL,G,STUMBERG RANCH,21H,42127346130000,267561,HORIZONTAL,1,13213,8358,13059,ACTIVE,+28.35846, -99.71757,TS,ACTIVE PRODUCING-GENERAL,2012-10-29,,,
242010267618,PI,WELL,G,DIAMOND H RANCH,2H,42127336930000,267618,HORIZONTAL,1,13370,8044,13268,ACTIVE,+28.38904, -99.55869,TS,ACTIVE PRODUCING-GENERAL,2012-05-28,,,
242010267619,PI,WELL,G,DIAMOND H RANCH,5H,42127343140000,267619,HORIZONTAL,1,13403,8140,13123,ACTIVE,+28.38875, -99.55224,TS,ACTIVE PRODUCING-GENERAL,2012-05-21,,,
242010267620,PI,WELL,G,BRISCOE COCHINA WEST RANCH,12H,42127338590000,267620,HORIZONTAL,1,13107,8058,12976,ACTIVE,+28.40386, -99.53349,TS,ACTIVE PRODUCING-GENERAL,2012-05-21,,,
242010267771,PI,WELL,G,STUMBERG RANCH,22H,42127346140000,267771,HORIZONTAL,1,13200,,,ACTIVE,+28.35850, -99.71756,TS,ACTIVE PRODUCING-GENERAL,2012-05-29,,,
242010267774,PI,WELL,G,COTULLA,9H,42127343420000,267774,HORIZONTAL,1,13139,8549,13055,ACTIVE,+28.20953, -99.75004,TS,ACTIVE PRODUCING-GENERAL,2012-02-06,,,
1420200099211H,PI,ALLOCATED,O,EVANS UNIT,1H,42255322290000,,HORIZONTAL,1,13845,9849,9916,ACTIVE,+29.07855, -97.88785,TS,ACTIVE PRODUCING-GENERAL,2012-02-16,,,
1420200099221H,PI,ALLOCATED,O,SPRENCEL B UNIT,1H,42255321230100,,HORIZONTAL,1,18431,13000,13003,ACTIVE,+28.88974, -97.83806,TS,ACTIVE PRODUCING-GENERAL,2012-02-11,,,
1420200099231H,PI,ALLOCATED,O,RIPPSTEIN-GOTTHARDT UNIT,1H,42255321610000,,HORIZONTAL,1,17068,11484,12015,ACTIVE,+28.89236, -97.94824,TS,ACTIVE PRODUCING-GENERAL,2012-02-20,,,
1420200099241H,PI,ALLOCATED,O,MONSON UNIT,1H,42255320310000,,HORIZONTAL,1,17523,12927,13325,ACTIVE,+28.90227, -97.82693,TS,ACTIVE PRODUCING-GENERAL,2012-02-18,,,
1420200099242H,PI,ALLOCATED,O,MONSON UNIT,2H,42255320320000,,HORIZONTAL,1,17523,12968,13190,ACTIVE,+28.90233, -97.82687,TS,ACTIVE PRODUCING-GENERAL,2012-02-08,,,
1420200099251,PI,ALLOCATED,O,JUNE DAY UNIT B,1,42255320290000,,HORIZONTAL,1,17475,11164,11550,ACTIVE,+29.03095, -97.79518,TS,ACTIVE PRODUCING-GENERAL,2011-11-04,,,
1420200099421H,PI,ALLOCATED,O,DODGE UNIT,1H,42255322530000,,HORIZONTAL,1,15821,10119,10367,ACTIVE,+29.05365, -97.90834,TS,ACTIVE PRODUCING-GENERAL,2012-02-15,,,
1420200099422H,PI,ALLOCATED,O,DODGE UNIT,2H,42255328190000,,HORIZONTAL,1,15365,10210,10373,ACTIVE,+29.05340, -97.90612,TS,ACTIVE PRODUCING-GENERAL,2013-01-02,,,
1420200099443H,PI,ALLOCATED,O,JULIE BECK,3H,42255318700000,,HORIZONTAL,1,15667,11363,11635,ACTIVE,+28.76628, -98.07257,TS,ACTIVE PRODUCING-GENERAL,2011-06-24,,,
1420200099451H,PI,ALLOCATED,O,DROMGOOLE B UNIT,1H,42255322890000,,HORIZONTAL,1,17552,12949,13290,ACTIVE,+28.89854, -97.83126,TS,ACTIVE PRODUCING-GENERAL,2012-03-10,,,
1420200099452H,PI,ALLOCATED,O,DROMGOOLE B UNIT,2H,42255322920000,,HORIZONTAL,1,17250,12933,13140,ACTIVE,+28.89858, -97.83128,TS,ACTIVE PRODUCING-GENERAL,2012-04-10,,,
1420200099471H,PI,ALLOCATED,O,KOLODZIEJ-PAWELEK UNIT,1H,42255320840000,,HORIZONTAL,1,15223,10341,13458,ACTIVE,+29.01412, -97.87369,TS,ACTIVE PRODUCING-GENERAL,2012-01-01,,,
1420200099481H,PI,ALLOCATED,O,JOHNSON A,1H,42255321350000,,HORIZONTAL,1,17280,12380,17078,ACTIVE,+29.07299, -97.66927,TS,ACTIVE PRODUCING-GENERAL,,,,
1420200099521H,PI,ALLOCATED,O,HOPSON UNIT,1H,42255322010000,,HORIZONTAL,1,14708,9955,10160,ACTIVE,+29.13359, -97.75774,TS,ACTIVE PRODUCING-GENERAL,2012-02-16,,,
1420200099551H,PI,ALLOCATED,O,EGBERT-MILLER UNIT,1H,42255321010000,,HORIZONTAL,1,16749,12489,12672,ACTIVE,+28.87061, -97.92060,TS,ACTIVE PRODUCING-GENERAL,2012-02-08,,,
1420200099552H,PI,ALLOCATED,O,EGBERT-MILLER UNIT,2H,42255326200000,,HORIZONTAL,1,16477,12251,13097,ACTIVE,+28.86125, -97.91030,TS,ACTIVE PRODUCING-GENERAL,2012-09-24,,,
1420200099571H,PI,ALLOCATED,O,JENDRUSCH UNIT,1H,42255322740000,,HORIZONTAL,1,18112,12497,12577,ACTIVE,+28.91329, -97.86218,TS,ACTIVE PRODUCING-GENERAL,2012-03-17,,,
1420200099641H,PI,ALLOCATED,O,EGBERT UNIT,1H,42255322260000,,HORIZONTAL,1,17047,12058,12355,ACTIVE,+28.89926, -97.92623,TS,ACTIVE PRODUCING-GENERAL,2012-03-31,,,
1420200099661H,PI,ALLOCATED,O,FOEGELLE-DUGIE UNIT,1H,42255320510000,,HORIZONTAL,1,15403,10284,10864,ACTIVE,+29.00971, -97.88238,TS,ACTIVE PRODUCING-GENERAL,2012-04-17,,,
1420200099711,PI,ALLOCATED,O,JJJ RANCH UNIT A,1,42255320990000,,HORIZONTAL,1,17239,12003,12069,ACTIVE,+28.91801, -97.91751,TS,ACTIVE PRODUCING-GENERAL,2012-01-05,,,
